No.	NAME	MW	AMW	Sp	Mv	Mp	Mi	GD	nTA	nBM	RBN	RBF	nDB	nTB	nN	nO	nS	nCL	nBR	nI	nHM	nHet	nX	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	Fsp3	max_conj_path	nStructures	totalcharge
6265	50456822	456.33	9.5069	34.273	0.6842	0.714	1.1137	0.0764	3	20	5	0.1	2	0	1	3	0	0	1	0	1	6	2	47.9167	2.0833	6.25	4.1667	3	20	0	0.1304	10	2	0
6266	50456824	438.34	9.1321	34.3355	0.6762	0.7153	1.1067	0.0794	2	20	5	0.1	2	0	1	3	0	0	1	0	1	5	1	47.9167	2.0833	6.25	2.0833	3	20	0	0.1304	10	2	0
6267	50456825	452.37	8.87	36.0969	0.6664	0.7078	1.1085	0.0764	3	20	5	0.0943	2	0	1	3	0	0	1	0	1	5	1	47.0588	1.9608	5.8824	1.9608	4	20	0	0.1667	10	2	0
6268	50456826	452.37	8.87	36.0969	0.6664	0.7078	1.1085	0.0764	3	20	5	0.0943	2	0	1	3	0	0	1	0	1	5	1	47.0588	1.9608	5.8824	1.9608	4	20	0	0.1667	10	2	0
6269	50456818	517.23	10.7756	35.6878	0.6976	0.7435	1.1034	0.0764	3	20	5	0.1	2	0	1	3	0	0	2	0	2	6	2	47.9167	2.0833	6.25	4.1667	3	20	0	0.1304	10	2	0
6270	8960	379.54	6.6586	37.0288	0.606	0.6496	1.1217	0.082	3	13	6	0.1	1	0	1	3	0	0	0	0	0	4	0	42.1053	1.7544	5.2632	0	11	13	0	0.4583	8	1	0
6271	50456819	452.37	8.87	36.0969	0.6664	0.7078	1.1085	0.0764	3	20	5	0.0943	2	0	1	3	0	0	1	0	1	5	1	47.0588	1.9608	5.8824	1.9608	4	20	0	0.1667	10	2	0
6272	50456823	456.33	9.5069	34.273	0.6842	0.714	1.1137	0.0764	3	20	5	0.1	2	0	1	3	0	0	1	0	1	6	2	47.9167	2.0833	6.25	4.1667	3	20	0	0.1304	10	2	0
6273	50456827	456.33	9.5069	34.273	0.6842	0.714	1.1137	0.0764	3	20	5	0.1	2	0	1	3	0	0	1	0	1	6	2	47.9167	2.0833	6.25	4.1667	3	20	0	0.1304	10	2	0
6274	50456828	483.34	9.6668	35.4888	0.6877	0.7098	1.1124	0.071	4	22	6	0.1154	4	0	2	5	0	0	1	0	1	8	1	46	4	10	2	3	20	0	0.1304	10	2	0
6275	50004000	275.39	6.7168	25.7787	0.5911	0.6287	1.1378	0.1158	5	7	2	0.0465	1	0	3	2	0	0	0	0	0	5	0	36.5854	7.3171	4.878	0	8	7	0	0.5333	6	1	0
6276	50456474	496.02	8.0003	42.0742	0.6495	0.6786	1.1259	0.0639	6	20	8	0.1231	2	0	3	3	0	1	0	0	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6277	50456475	479.57	7.735	41.1538	0.6423	0.6638	1.1323	0.0639	6	20	8	0.1231	2	0	3	3	0	0	0	0	0	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6278	50456476	479.57	7.735	41.1538	0.6423	0.6638	1.1323	0.0639	6	20	8	0.1231	2	0	3	3	0	0	0	0	0	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6279	50456477	540.47	8.7173	42.5686	0.6527	0.6866	1.1242	0.0639	6	20	8	0.1231	2	0	3	3	0	0	1	0	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6280	50456478	587.47	9.4753	43.8754	0.6574	0.7077	1.1223	0.0639	6	20	8	0.1231	2	0	3	3	0	0	0	1	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6281	50195815	416.56	7.0603	39.2731	0.6277	0.6656	1.119	0.071	4	20	9	0.1475	2	0	2	3	0	0	0	0	0	5	0	44.0678	3.3898	5.0847	0	5	21	0	0.1923	10	1	0
6282	50456909	358.52	6.7645	35.6027	0.6241	0.6717	1.1168	0.0826	2	19	8	0.1455	1	0	2	1	0	0	0	0	0	3	0	45.283	3.7736	1.8868	0	5	19	0	0.2083	6	1	0
6283	50456910	390.52	7.1004	36.5117	0.6274	0.6638	1.1201	0.0764	4	19	8	0.1404	1	0	2	3	0	0	0	0	0	5	0	43.6364	3.6364	5.4545	0	5	19	0	0.2083	6	1	0
6284	50456911	390.52	7.1004	36.5117	0.6274	0.6638	1.1201	0.0764	4	19	8	0.1404	1	0	2	3	0	0	0	0	0	5	0	43.6364	3.6364	5.4545	0	5	19	0	0.2083	6	1	0
6285	50458327	636.66	9.9478	45.9544	0.716	0.718	1.1133	0.0507	10	34	8	0.1176	10	0	4	10	2	0	0	0	2	16	0	43.75	6.25	15.625	0	2	26	0	0.0714	6	1	0
6286	50458328	463.34	11.5835	30.318	0.738	0.758	1.1118	0.0794	8	18	4	0.0952	6	0	2	6	2	2	0	0	4	12	2	40	5	15	5	2	14	0	0.125	6	1	0
6287	50458329	552.24	13.806	31.3068	0.7479	0.7827	1.1067	0.0794	8	18	4	0.0952	6	0	2	6	2	0	2	0	4	12	2	40	5	15	5	2	14	0	0.125	6	1	0
6288	50458330	424.5	9.6477	30.6136	0.6798	0.6958	1.1268	0.0794	8	18	4	0.087	6	0	4	6	2	0	0	0	2	12	0	36.3636	9.0909	13.6364	0	2	14	0	0.125	6	1	0
6289	50458331	430.44	10.761	28.4772	0.7158	0.7119	1.1316	0.0794	8	18	4	0.0952	6	0	2	6	2	0	0	0	2	12	2	40	5	15	5	2	14	0	0.125	6	1	0
6290	50458332	578.66	9.3332	44.5568	0.7001	0.7187	1.1075	0.0564	8	30	6	0.0909	6	0	2	8	2	0	0	0	2	12	0	45.1613	3.2258	12.9032	0	2	26	0	0.0714	6	1	0
6291	50456479	587.47	9.4753	43.8754	0.6574	0.7077	1.1223	0.0639	6	20	8	0.1231	2	0	3	3	0	0	0	1	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6292	50456480	491.61	7.4486	43.4322	0.6315	0.6581	1.1286	0.0619	6	20	9	0.1304	2	0	3	4	0	0	0	0	0	8	1	42.4242	4.5455	6.0606	1.5152	8	20	0	0.2857	8	1	0
6293	50456481	507.61	7.5763	43.8867	0.6328	0.655	1.1298	0.0601	7	20	9	0.1286	2	0	3	5	0	0	0	0	0	9	1	41.791	4.4776	7.4627	1.4925	8	20	0	0.2857	8	1	0
6294	50456482	461.58	7.4448	41.2163	0.6361	0.6648	1.1268	0.066	5	20	8	0.1231	2	0	3	3	0	0	0	0	0	7	1	43.5484	4.8387	4.8387	1.6129	7	20	0	0.2593	8	1	0
6295	50456483	476.6	7.4469	42.222	0.6322	0.6597	1.1306	0.0639	6	20	8	0.1194	2	0	4	3	0	0	0	0	0	8	1	42.1875	6.25	4.6875	1.5625	7	20	0	0.2593	8	1	0
6296	50456484	477.58	7.5806	41.6708	0.6374	0.6614	1.1281	0.0639	6	20	8	0.1212	2	0	3	4	0	0	0	0	0	8	1	42.8571	4.7619	6.3492	1.5873	7	20	0	0.2593	8	1	0
6297	50456485	506.58	7.9153	42.3696	0.6463	0.662	1.1307	0.0601	7	22	9	0.1343	4	0	4	5	0	0	0	0	0	10	1	42.1875	6.25	7.8125	1.5625	7	20	0	0.2593	8	1	0
6298	50456486	506.58	7.9153	42.3696	0.6463	0.662	1.1307	0.0601	7	22	9	0.1343	4	0	4	5	0	0	0	0	0	10	1	42.1875	6.25	7.8125	1.5625	7	20	0	0.2593	8	1	0
6299	50456488	477.58	7.5806	41.6708	0.6374	0.6614	1.1281	0.0639	6	20	8	0.1212	2	0	3	4	0	0	0	0	0	8	1	42.8571	4.7619	6.3492	1.5873	7	20	0	0.2593	8	1	0
6300	50456494	475.61	7.3171	42.9777	0.6303	0.6612	1.1273	0.0639	6	20	8	0.1176	2	0	3	3	0	0	0	0	0	7	1	43.0769	4.6154	4.6154	1.5385	8	20	0	0.2857	8	1	0
6301	50456489	475.61	7.3171	42.9777	0.6303	0.6612	1.1273	0.0639	6	20	8	0.1176	2	0	3	3	0	0	0	0	0	7	1	43.0769	4.6154	4.6154	1.5385	8	20	0	0.2857	8	1	0
6302	50456473	479.57	7.735	41.1538	0.6423	0.6638	1.1323	0.0639	6	20	8	0.1231	2	0	3	3	0	0	0	0	0	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6303	50456495	587.47	9.4753	43.8754	0.6574	0.7077	1.1223	0.0639	6	20	8	0.1231	2	0	3	3	0	0	0	1	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6304	50456497	506.58	7.9153	42.3696	0.6463	0.662	1.1307	0.0601	7	22	9	0.1343	4	0	4	5	0	0	0	0	0	10	1	42.1875	6.25	7.8125	1.5625	7	20	0	0.2593	8	1	0
6305	50456490	496.02	8.0003	42.0742	0.6495	0.6786	1.1259	0.0639	6	20	8	0.1231	2	0	3	3	0	1	0	0	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6306	50456492	540.47	8.7173	42.5686	0.6527	0.6866	1.1242	0.0639	6	20	8	0.1231	2	0	3	3	0	0	1	0	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6307	50456496	491.61	7.4486	43.4322	0.6315	0.6581	1.1286	0.0619	6	20	9	0.1304	2	0	3	4	0	0	0	0	0	8	1	42.4242	4.5455	6.0606	1.5152	8	20	0	0.2857	8	1	0
6308	50456487	476.6	7.4469	42.222	0.6322	0.6597	1.1306	0.0639	6	20	8	0.1194	2	0	4	3	0	0	0	0	0	8	1	42.1875	6.25	4.6875	1.5625	7	20	0	0.2593	8	1	0
6309	50456471	475.61	7.3171	42.9777	0.6303	0.6612	1.1273	0.0639	6	20	8	0.1176	2	0	3	3	0	0	0	0	0	7	1	43.0769	4.6154	4.6154	1.5385	8	20	0	0.2857	8	1	0
6310	50456472	477.58	7.5806	41.6708	0.6374	0.6614	1.1281	0.0639	6	20	8	0.1212	2	0	3	4	0	0	0	0	0	8	1	42.8571	4.7619	6.3492	1.5873	7	20	0	0.2593	8	1	0
6311	50456493	540.47	8.7173	42.5686	0.6527	0.6866	1.1242	0.0639	6	20	8	0.1231	2	0	3	3	0	0	1	0	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6312	50456491	496.02	8.0003	42.0742	0.6495	0.6786	1.1259	0.0639	6	20	8	0.1231	2	0	3	3	0	1	0	0	1	8	2	43.5484	4.8387	4.8387	3.2258	7	20	0	0.2593	8	1	0
6313	50456912	404.55	6.975	38.2731	0.6213	0.6599	1.1211	0.0736	4	19	9	0.15	1	0	2	3	0	0	0	0	0	5	0	43.1034	3.4483	5.1724	0	6	19	0	0.24	6	1	0
6314	50456906	418.58	6.862	40.0345	0.6158	0.6563	1.1219	0.071	4	19	10	0.1587	1	0	2	3	0	0	0	0	0	5	0	42.623	3.2787	4.918	0	7	19	0	0.2692	6	1	0
6315	50195816	372.5	7.1635	35.2958	0.6398	0.6788	1.115	0.0794	3	20	7	0.1296	2	0	2	2	0	0	0	0	0	4	0	46.1538	3.8462	3.8462	0	3	21	0	0.125	10	1	0
6316	50456913	402.53	7.188	37.5117	0.6341	0.6699	1.118	0.0736	4	20	8	0.1379	2	0	2	3	0	0	0	0	0	5	0	44.6429	3.5714	5.3571	0	4	21	0	0.16	10	1	0
6317	10949	415.52	7.42	37.9605	0.6465	0.6779	1.1128	0.0731	4	20	7	0.1186	2	0	1	4	0	0	0	0	0	5	0	46.4286	1.7857	7.1429	0	5	21	0	0.1923	16	1	0
6318	50456920	374.52	6.9356	36.0572	0.6258	0.6677	1.1185	0.0794	3	19	8	0.1429	1	0	2	2	0	0	0	0	0	4	0	44.4444	3.7037	3.7037	0	5	19	0	0.2083	6	1	0
6319	50456907	344.49	6.8898	33.8413	0.631	0.6768	1.1155	0.0862	2	19	7	0.1346	1	0	2	1	0	0	0	0	0	3	0	46	4	2	0	4	19	0	0.1739	6	1	0
6320	50456917	360.49	7.0684	34.2958	0.6327	0.6725	1.1173	0.0826	3	19	7	0.1321	1	0	2	2	0	0	0	0	0	4	0	45.098	3.9216	3.9216	0	4	19	0	0.1739	6	1	0
6321	50456919	388.5	7.3302	35.7503	0.6412	0.6745	1.1168	0.0764	4	20	7	0.1273	2	0	2	3	0	0	0	0	0	5	0	45.283	3.7736	5.6604	0	3	21	0	0.125	10	1	0
6322	50456921	356.5	6.9902	34.8413	0.6383	0.6832	1.1132	0.0826	2	20	7	0.1321	2	0	2	1	0	0	0	0	0	3	0	47.0588	3.9216	1.9608	0	3	21	0	0.125	10	1	0
6323	50456918	376.49	7.2402	34.7503	0.6343	0.6683	1.1191	0.0794	4	19	7	0.1296	1	0	2	3	0	0	0	0	0	5	0	44.2308	3.8462	5.7692	0	4	19	0	0.1739	6	1	0
6324	50456908	404.55	6.975	38.2731	0.6213	0.6599	1.1211	0.0736	4	19	9	0.15	1	0	2	3	0	0	0	0	0	5	0	43.1034	3.4483	5.1724	0	6	19	0	0.24	6	1	0
6325	50195870	386.53	7.0278	37.0572	0.6326	0.6738	1.1163	0.0764	3	20	8	0.1404	2	0	2	2	0	0	0	0	0	4	0	45.4545	3.6364	3.6364	0	4	21	0	0.16	10	1	0
6326	50458333	615.54	10.259	45.3636	0.7271	0.7561	1.1022	0.0564	8	30	6	0.0938	6	0	2	6	2	2	0	0	4	12	2	46.6667	3.3333	10	3.3333	2	26	0	0.0714	6	1	0
6327	50458334	574.72	8.7079	47.1706	0.6822	0.7147	1.1072	0.0564	8	30	6	0.0857	6	0	2	6	2	0	0	0	2	10	0	45.4545	3.0303	9.0909	0	4	26	0	0.1333	6	1	0
6328	50458335	704.44	11.7407	46.3524	0.7337	0.7725	1.0988	0.0564	8	30	6	0.0938	6	0	2	6	2	0	2	0	4	12	2	46.6667	3.3333	10	3.3333	2	26	0	0.0714	6	1	0
6329	50458336	606.72	8.9224	48.0796	0.6832	0.7071	1.1102	0.0534	8	30	8	0.1111	6	0	2	8	2	0	0	0	2	12	0	44.1176	2.9412	11.7647	0	4	26	0	0.1333	6	1	0
6330	50458337	606.72	8.9224	48.0796	0.6832	0.7071	1.1102	0.0534	8	30	8	0.1111	6	0	2	8	2	0	0	0	2	12	0	44.1176	2.9412	11.7647	0	4	26	0	0.1333	6	1	0
6331	50458338	664.72	9.496	49.4772	0.6982	0.7068	1.1154	0.0483	10	34	10	0.1351	10	0	4	10	2	0	0	0	2	16	0	42.8571	5.7143	14.2857	0	4	26	0	0.1333	6	1	0
6332	50458339	732.5	11.0985	49.8752	0.7133	0.7557	1.1024	0.0534	8	30	8	0.1143	6	0	2	6	2	0	2	0	4	12	2	45.4545	3.0303	9.0909	3.0303	4	26	0	0.1333	6	1	0
6333	50458342	463.34	11.5835	30.318	0.738	0.758	1.1118	0.0794	8	18	4	0.0952	6	0	2	6	2	2	0	0	4	12	2	40	5	15	5	2	14	0	0.125	6	1	0
6334	50458346	422.52	9.1852	32.125	0.6722	0.6984	1.1177	0.0794	8	18	4	0.0833	6	0	2	6	2	0	0	0	2	10	0	39.1304	4.3478	13.0435	0	4	14	0	0.2222	6	1	0
6335	50458347	454.52	9.4692	33.034	0.674	0.6882	1.1215	0.0736	8	18	6	0.12	6	0	2	8	2	0	0	0	2	12	0	37.5	4.1667	16.6667	0	4	14	0	0.2222	6	1	0
6336	50458343	576.7	9.0109	45.6592	0.6878	0.7134	1.1131	0.0564	8	30	6	0.0882	6	0	4	6	2	0	0	0	2	12	0	43.75	6.25	9.375	0	2	26	0	0.0714	6	1	0
6337	50458348	643.6	9.7515	48.8864	0.7073	0.7407	1.1055	0.0534	8	30	8	0.1143	6	0	2	6	2	2	0	0	4	12	2	45.4545	3.0303	9.0909	3.0303	4	26	0	0.1333	6	1	0
6338	50458345	732.5	11.0985	49.8752	0.7133	0.7557	1.1024	0.0534	8	30	8	0.1143	6	0	2	6	2	0	2	0	4	12	2	45.4545	3.0303	9.0909	3.0303	4	26	0	0.1333	6	1	0
6339	8960	379.54	6.6586	37.0288	0.606	0.6496	1.1217	0.082	3	13	6	0.1	1	0	1	3	0	0	0	0	0	4	0	42.1053	1.7544	5.2632	0	11	13	0	0.4583	8	1	0
6340	50458341	394.46	9.8615	28.6022	0.6967	0.7151	1.1146	0.0862	6	18	4	0.0952	6	0	2	6	2	0	0	0	2	10	0	40	5	15	0	2	14	0	0.125	6	1	0
6341	50458350	704.44	11.7407	46.3524	0.7337	0.7725	1.0988	0.0564	8	30	6	0.0938	6	0	2	6	2	0	2	0	4	12	2	46.6667	3.3333	10	3.3333	2	26	0	0.0714	6	1	0
6342	50458344	574.72	8.7079	47.1706	0.6822	0.7147	1.1072	0.0564	8	30	6	0.0857	6	0	2	6	2	0	0	0	2	10	0	45.4545	3.0303	9.0909	0	4	26	0	0.1333	6	1	0
6343	50421744	249.36	7.7925	21.8922	0.6352	0.6841	1.117	0.1324	4	8	1	0.0303	2	0	1	2	1	0	0	0	1	4	0	40.625	3.125	6.25	0	5	8	0	0.3846	6	1	0
6344	50421745	295.81	8.9639	23.7501	0.6713	0.7197	1.1117	0.1228	3	8	1	0.0286	2	0	1	2	1	1	0	0	2	5	1	42.4242	3.0303	6.0606	3.0303	6	8	0	0.4286	8	1	0
6345	50421746	261.37	7.9203	22.8922	0.6462	0.6937	1.1134	0.1307	4	8	0	0	2	0	1	2	1	0	0	0	1	4	0	42.4242	3.0303	6.0606	0	6	8	0	0.4286	6	1	0
6346	50421747	227.36	7.105	20.6536	0.5891	0.6454	1.13	0.1524	4	2	1	0.0303	2	0	1	2	1	0	0	0	1	4	0	34.375	3.125	6.25	0	9	2	0	0.8182	0	1	0
6347	50421748	203.31	9.6814	15.2557	0.6634	0.7265	1.1151	0.197	3	2	0	0	2	0	1	2	2	0	0	0	2	5	0	33.3333	4.7619	9.5238	0	5	2	0	0.7143	0	1	0
6348	50421749	291.4	7.8757	25.1081	0.637	0.6786	1.1181	0.1158	3	8	2	0.0513	2	0	1	3	1	0	0	0	1	5	0	40.5405	2.7027	8.1081	0	7	8	0	0.4667	8	1	0
6349	50282171	490.93	9.441	35.2958	0.6798	0.6788	1.1623	0.0677	5	22	4	0.0714	0	0	10	0	0	1	0	0	1	14	4	38.4615	19.2308	0	7.6923	6	14	0	0.3	9	1	0
6350	50282174	364.23	10.1175	26.4888	0.7161	0.7358	1.1332	0.0942	4	18	4	0.1053	0	0	5	0	0	2	0	0	2	8	3	44.4444	13.8889	0	8.3333	1	15	0	0.0625	6	1	0
6351	50282175	379.8	9.7385	27.2673	0.6986	0.6992	1.1525	0.0862	5	18	4	0.0976	0	0	5	0	0	1	0	0	1	9	4	43.5897	12.8205	0	10.2564	2	15	0	0.1176	6	1	0
6352	50282176	546.07	8.5323	43.9493	0.6666	0.6867	1.142	0.0594	4	28	6	0.087	0	0	11	0	0	1	0	0	1	13	2	40.625	17.1875	0	3.125	6	20	0	0.2308	9	1	0
6353	50282173	511.58	8.3866	39.9664	0.6492	0.6552	1.161	0.0631	4	22	6	0.0909	0	0	11	0	0	0	0	0	0	14	3	37.7049	18.0328	0	4.918	9	14	0	0.3913	9	1	0
6354	50282181	440.92	8.9984	33.6594	0.6747	0.6869	1.1499	0.0753	3	22	4	0.0755	0	0	10	0	0	1	0	0	1	12	2	38.7755	20.4082	0	4.0816	5	14	0	0.2632	9	1	0
6355	50282182	440.92	8.9984	33.6594	0.6747	0.6869	1.1499	0.0753	3	22	4	0.0755	0	0	10	0	0	1	0	0	1	12	2	38.7755	20.4082	0	4.0816	5	14	0	0.2632	9	1	0
6356	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
6357	8960	379.54	6.6586	37.0288	0.606	0.6496	1.1217	0.082	3	13	6	0.1	1	0	1	3	0	0	0	0	0	4	0	42.1053	1.7544	5.2632	0	11	13	0	0.4583	8	1	0
6358	50282178	380.23	10.2765	26.9433	0.7161	0.7282	1.1353	0.09	4	18	5	0.1282	0	0	5	1	0	2	0	0	2	9	3	43.2432	13.5135	2.7027	8.1081	1	15	0	0.0625	6	1	0
6359	50282185	418.2	11.6167	26.3013	0.748	0.7306	1.1615	0.0826	6	18	4	0.1053	0	0	5	0	0	2	0	0	2	11	6	44.4444	13.8889	0	16.6667	1	15	0	0.0625	6	1	0
6360	50282180	395.8	9.895	27.7218	0.699	0.693	1.1539	0.0826	5	18	5	0.119	0	0	5	1	0	1	0	0	1	10	4	42.5	12.5	2.5	10	2	15	0	0.1176	6	1	0
6361	50282186	383.76	10.66	25.4434	0.725	0.7068	1.1631	0.0862	5	18	4	0.1053	0	0	5	0	0	1	0	0	1	10	5	44.4444	13.8889	0	13.8889	1	15	0	0.0625	6	1	0
6362	50282184	401.75	11.1597	25.3809	0.7357	0.705	1.1725	0.0826	6	18	4	0.1053	0	0	5	0	0	1	0	0	1	11	6	44.4444	13.8889	0	16.6667	1	15	0	0.0625	6	1	0
6363	50282183	379.44	8.0732	29.9436	0.628	0.6371	1.1666	0.0855	3	12	5	0.1	0	0	7	0	0	0	0	0	0	10	3	36.1702	14.8936	0	6.383	8	9	0	0.4706	6	1	0
6364	50282172	565.6	8.8375	42.9039	0.6716	0.6704	1.1588	0.0561	5	28	6	0.087	0	0	11	0	0	0	0	0	0	15	4	40.625	17.1875	0	6.25	6	20	0	0.2308	9	1	0
6365	50282187	600.04	9.3756	43.7618	0.6845	0.6838	1.1579	0.0546	6	28	6	0.087	0	0	11	0	0	1	0	0	1	16	5	40.625	17.1875	0	7.8125	6	20	0	0.2308	9	1	0
6366	50282188	561.64	8.3827	44.7278	0.6586	0.6676	1.1528	0.0561	5	28	6	0.0833	0	0	11	0	0	0	0	0	0	14	3	40.2985	16.4179	0	4.4776	7	20	0	0.2593	9	1	0
6367	50282177	452.96	8.5464	35.9378	0.6588	0.6781	1.1439	0.0726	3	22	5	0.0877	0	0	10	1	0	1	0	0	1	12	1	37.7358	18.8679	1.8868	1.8868	6	14	0	0.3	9	1	0
6368	50422388	803.35	5.8639	86.1036	0.5694	0.6285	1.1297	0.0368	4	24	6	0.0426	0	0	4	2	0	0	0	0	0	6	0	38.6861	2.9197	1.4599	0	29	24	0	0.5472	6	1	0
6369	50422393	549	5.49	61.342	0.5484	0.6134	1.1362	0.0538	2	12	0	0	0	0	4	0	0	0	0	0	0	4	0	36	4	0	0	24	12	0	0.6667	12	1	0
6370	50422396	639.14	5.5098	70.058	0.5422	0.6039	1.1389	0.0454	2	12	33	0.2821	0	0	4	2	0	0	0	0	0	6	0	34.4828	3.4483	1.7241	0	28	12	0	0.7	6	1	0
6371	50421750	259.43	7.8615	22.3013	0.6073	0.6758	1.1236	0.1417	7	2	0	0	2	0	1	2	2	0	0	0	2	5	0	33.3333	3.0303	6.0606	0	9	2	0	0.8182	0	1	0
6372	50421751	253.4	7.0389	23.415	0.5939	0.6504	1.1271	0.1397	3	2	1	0.0263	2	0	1	2	1	0	0	0	1	4	0	36.1111	2.7778	5.5556	0	11	2	0	0.8462	0	1	0
6373	50421752	217.34	9.0558	17.0171	0.6441	0.709	1.118	0.1795	3	2	0	0	2	0	1	2	2	0	0	0	2	5	0	33.3333	4.1667	8.3333	0	6	2	0	0.75	0	1	0
6374	50421753	261.37	7.9203	22.8922	0.6462	0.6937	1.1134	0.1307	3	8	0	0	2	0	1	2	1	0	0	0	1	4	0	42.4242	3.0303	6.0606	0	6	8	0	0.4286	6	1	0
6375	50421754	185.27	8.0552	15.3694	0.6205	0.6682	1.1267	0.197	3	2	0	0	2	0	1	2	1	0	0	0	1	4	0	34.7826	4.3478	8.6957	0	6	2	0	0.75	0	1	0
6376	50421755	261.37	7.9203	22.8922	0.6462	0.6937	1.1134	0.1307	2	8	1	0.0286	2	0	1	2	1	0	0	0	1	4	0	42.4242	3.0303	6.0606	0	6	8	0	0.4286	8	1	0
6377	50421756	261.37	7.9203	22.8922	0.6462	0.6937	1.1134	0.1307	3	8	0	0	2	0	1	2	1	0	0	0	1	4	0	42.4242	3.0303	6.0606	0	6	8	0	0.4286	6	1	0
6378	50421757	241.39	6.8969	22.415	0.5823	0.6404	1.1307	0.1417	5	2	1	0.0278	2	0	1	2	1	0	0	0	1	4	0	34.2857	2.8571	5.7143	0	10	2	0	0.8333	0	1	0
6379	50421759	213.33	7.3562	18.8922	0.5974	0.6515	1.1291	0.1648	3	2	1	0.0333	2	0	1	2	1	0	0	0	1	4	0	34.4828	3.4483	6.8966	0	8	2	0	0.8	0	1	0
6380	50421880	1077.36	7.4817	91.1483	0.6089	0.633	1.138	0.0277	19	33	31	0.2109	11	0	10	14	1	0	0	0	1	25	0	35.4167	6.9444	9.7222	0	22	29	0	0.4314	9	1	0
6381	50421970	647.88	7.7129	52.1651	0.5918	0.621	1.1505	0.0476	15	8	11	0.131	8	0	9	8	2	0	0	0	2	19	0	28.5714	10.7143	9.5238	0	16	8	0	0.6667	0	1	0
6382	50422386	791.34	5.8187	85.1036	0.5662	0.6258	1.1307	0.0369	3	24	34	0.2446	0	0	4	2	0	0	0	0	0	6	0	38.2353	2.9412	1.4706	0	28	24	0	0.5385	6	1	0
6383	50422387	789.32	5.8904	84.3422	0.5707	0.6294	1.1295	0.0375	4	24	6	0.0435	0	0	4	2	0	0	0	0	0	6	0	38.806	2.9851	1.4925	0	28	24	0	0.5385	12	1	0
6384	8960	379.54	6.6586	37.0288	0.606	0.6496	1.1217	0.082	3	13	6	0.1	1	0	1	3	0	0	0	0	0	4	0	42.1053	1.7544	5.2632	0	11	13	0	0.4583	8	1	0
6385	50422395	777.31	5.8444	83.3422	0.5675	0.6266	1.1305	0.0376	3	24	33	0.2426	0	0	4	2	0	0	0	0	0	6	0	38.3459	3.0075	1.5038	0	27	24	0	0.5294	12	1	0
6386	10404	287.39	6.8426	26.9832	0.6056	0.6425	1.1257	0.1143	3	7	1	0.0222	1	0	1	3	0	0	0	0	0	4	0	40.4762	2.381	7.1429	0	9	8	0	0.5294	6	1	0
6387	50282227	385.46	7.558	32.9036	0.6256	0.6452	1.1313	0.0794	6	14	3	0.0566	2	0	3	5	0	0	0	0	0	8	0	39.2157	5.8824	9.8039	0	6	14	0	0.3	8	2	0
6388	50282228	498.28	10.8322	32.0911	0.7025	0.6976	1.1416	0.0731	8	12	0	0	7	0	3	4	0	0	1	0	1	11	4	43.4783	6.5217	8.6957	8.6957	6	14	0	0.3	11	2	0
6389	50282226	577.17	12.5472	33.4434	0.7247	0.727	1.1382	0.0706	9	12	0	0	7	0	3	4	0	0	2	0	2	12	5	43.4783	6.5217	8.6957	10.8696	5	15	0	0.25	11	2	0
6390	50282225	528.33	11.7407	32.9774	0.7327	0.7328	1.1338	0.0726	8	12	0	0	7	0	3	4	1	0	1	0	2	12	4	44.4444	6.6667	8.8889	8.8889	6	14	0	0.3	11	2	0
6391	50190657	352.42	9.0364	28.216	0.6998	0.7235	1.1109	0.1033	3	10	0	0	5	0	3	3	1	0	0	0	1	7	0	46.1538	7.6923	7.6923	0	7	11	0	0.3889	11	1	1
6392	50284005	406.56	6.776	39.239	0.6127	0.654	1.1178	0.0736	7	18	7	0.1129	2	0	0	4	0	0	0	0	0	4	0	43.3333	0	6.6667	0	8	18	0	0.3077	15	1	0
6393	10404	287.39	6.8426	26.9832	0.6056	0.6425	1.1257	0.1143	3	7	1	0.0222	1	0	1	3	0	0	0	0	0	4	0	40.4762	2.381	7.1429	0	9	8	0	0.5294	6	1	0
