No.	NAME	X1A	X2A	X3A	X5A	X2v	X4v	X0Av	X1Av	X3Av	X5Av	X3sol	RDCHI
4335	50328694	0.4371	0.2627	0.1695	0.0659	6.428	3.7796	0.5966	0.2973	0.0841	0.0246	10.3385	3.6365
4336	50328695	0.4337	0.2683	0.1633	0.0646	4.6077	2.535	0.5471	0.2748	0.0711	0.0187	7.8405	2.9755
4337	50292452	0.4303	0.2556	0.1582	0.061	5.1195	3.1133	0.5552	0.2775	0.0711	0.0192	9.0166	3.1957
4338	10404	0.4224	0.26	0.1571	0.0601	6.4279	4.0773	0.5954	0.3153	0.0936	0.028	8.638	3.1166
4339	50380549	0.4442	0.2884	0.1819	0.0743	11.3835	5.8362	0.5901	0.3394	0.1011	0.0305	14.8117	5.3713
4340	50380544	0.4454	0.2874	0.1822	0.0755	10.8028	5.6437	0.5784	0.3362	0.0999	0.0304	14.214	5.3274
4341	50380561	0.4467	0.284	0.1785	0.071	12.4339	6.6533	0.6121	0.3403	0.0994	0.0295	16.6083	5.5594
4342	50380543	0.4486	0.2833	0.1812	0.0736	11.3257	5.9815	0.5914	0.3343	0.0979	0.0295	15.4051	5.4984
4343	50380562	0.4467	0.2843	0.1772	0.0712	12.4333	6.6784	0.6121	0.3403	0.0993	0.0294	16.4957	5.5433
4344	50380551	0.4475	0.2846	0.1796	0.0728	11.9059	6.1992	0.602	0.3373	0.0988	0.0295	15.8902	5.5262
4345	50380542	0.4486	0.2836	0.1799	0.0738	11.3251	6.0067	0.5914	0.3343	0.0977	0.0294	15.2924	5.482
4346	50380563	0.4455	0.2861	0.1799	0.0719	12.0926	6.4336	0.6096	0.3435	0.1017	0.0304	15.841	5.4659
4347	50380552	0.4463	0.2865	0.1826	0.0736	11.5652	5.9543	0.5989	0.3404	0.1013	0.0304	15.2355	5.4495
4348	50380553	0.4475	0.2854	0.183	0.0747	10.9844	5.7618	0.5878	0.3374	0.1002	0.0304	14.6378	5.4058
4349	50380556	0.4428	0.2875	0.1764	0.0701	12.0686	6.4252	0.5958	0.3382	0.0989	0.0297	15.7138	5.4137
4350	50380541	0.4454	0.2874	0.1821	0.0746	11.1992	5.7959	0.5956	0.344	0.1027	0.0315	14.4693	5.3207
4351	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4352	50381140	0.4415	0.3016	0.1793	0.0716	9.5789	3.8922	0.5922	0.335	0.0963	0.0259	11.8721	4.2143
4353	50381141	0.4263	0.2779	0.1724	0.0708	8.556	4.5821	0.548	0.3152	0.0925	0.0276	12.6309	4.2123
4354	50381144	0.4461	0.2987	0.1875	0.0797	8.3501	3.9368	0.6458	0.3432	0.1068	0.0323	11.6169	4.1012
4355	50381145	0.4603	0.3058	0.1868	0.0793	8.173	3.2801	0.6113	0.3549	0.0932	0.0264	11.1086	4.1577
4356	50381146	0.4383	0.287	0.185	0.0775	7.1554	3.2048	0.5491	0.2844	0.0802	0.0213	11.4686	4.312
4357	50381147	0.4303	0.2869	0.1753	0.0684	11.0952	6.1973	0.6152	0.3782	0.1236	0.0407	13.8686	4.164
4358	50381148	0.4372	0.2872	0.1732	0.0708	9.0932	4.2168	0.5761	0.3435	0.0974	0.0264	12.5613	4.232
4359	50381149	0.4398	0.2886	0.1747	0.0711	11.7666	6.7331	0.6185	0.3876	0.1272	0.0437	14.2361	4.4806
4360	50381150	0.4534	0.2912	0.1919	0.081	5.7581	2.4761	0.5525	0.2865	0.0755	0.0214	9.7883	4.0759
4361	50381151	0.4492	0.2867	0.1959	0.077	6.515	2.6238	0.5101	0.2617	0.068	0.0194	9.6714	4.386
4362	50381152	0.4502	0.2953	0.196	0.0828	7.0555	2.9732	0.6044	0.3065	0.0876	0.0255	11.2169	4.1852
4363	50381153	0.4427	0.2944	0.186	0.0779	8.0975	3.7921	0.5967	0.3425	0.1059	0.0313	11.0021	3.9766
4364	50381154	0.4353	0.2799	0.1812	0.0772	7.8654	4.0256	0.5475	0.2978	0.0842	0.025	12.7792	4.5711
4365	50347542	0.4282	0.2689	0.1666	0.0638	5.6666	2.9898	0.5259	0.2667	0.0693	0.0181	9.9974	3.5155
4366	50347543	0.4535	0.3024	0.1931	0.0765	6.1362	2.7745	0.5564	0.3136	0.0924	0.0301	8.4978	3.3831
4367	50199522	0.4271	0.2692	0.1601	0.0615	5.4306	3.5723	0.5993	0.32	0.0949	0.0295	7.0465	2.8277
4368	50381835	0.432	0.2735	0.175	0.0729	8.938	4.8896	0.5653	0.3131	0.0883	0.027	13.1265	4.7976
4369	50203126	0.4234	0.2572	0.1638	0.0642	6.3942	3.9095	0.5687	0.2892	0.0802	0.0236	10.4809	3.6538
4370	50381837	0.4231	0.2641	0.1691	0.0675	10.5598	5.9907	0.5511	0.2887	0.0793	0.023	17.2449	5.375
4371	50381838	0.4246	0.2654	0.1699	0.0677	10.9134	6.1106	0.5547	0.2929	0.0806	0.0234	17.4949	5.4908
4372	50381839	0.4231	0.2641	0.1691	0.0675	10.6816	6.1107	0.5533	0.2905	0.0806	0.0234	17.2449	5.375
4373	50381840	0.4246	0.2654	0.1699	0.0677	11.0352	6.2306	0.5568	0.2947	0.0818	0.0238	17.4949	5.4908
4374	50381841	0.4231	0.2641	0.1691	0.0675	11.4287	6.8116	0.5674	0.3027	0.0883	0.026	18.0664	5.375
4375	50381842	0.4246	0.2654	0.1699	0.0677	11.7823	6.9315	0.5707	0.3066	0.0895	0.0264	18.3164	5.4908
4376	50381843	0.4231	0.2641	0.1691	0.0675	10.3981	5.8405	0.548	0.286	0.0777	0.0224	17.2449	5.375
4377	50381844	0.4246	0.2654	0.1699	0.0677	10.7517	5.9604	0.5517	0.2903	0.0789	0.0228	17.4949	5.4908
4378	50381845	0.4261	0.2662	0.1698	0.0673	9.9182	5.5871	0.5547	0.294	0.0813	0.0237	15.7887	5.0611
4379	50381846	0.4261	0.2662	0.1698	0.0673	9.7964	5.477	0.5524	0.292	0.0799	0.0233	15.7887	5.0611
4380	50381847	0.432	0.2735	0.175	0.0729	9.8069	5.7106	0.5855	0.3307	0.1006	0.0314	13.948	4.7976
4381	50381848	0.4337	0.275	0.176	0.0733	10.1604	5.8655	0.5889	0.335	0.1025	0.0318	14.198	4.917
4382	50381849	0.4353	0.2764	0.177	0.0736	10.514	6.0423	0.5922	0.339	0.1044	0.0324	14.448	5.035
4383	50381850	0.4369	0.2778	0.1779	0.074	10.8675	6.219	0.5953	0.3428	0.1063	0.0331	14.698	5.1519
4384	50381851	0.432	0.2735	0.175	0.0729	8.7762	4.7395	0.5614	0.3098	0.0861	0.0262	13.1265	4.7976
4385	50381836	0.4337	0.275	0.176	0.0733	9.1298	4.8944	0.5656	0.3146	0.0882	0.0267	13.3765	4.917
4386	50381852	0.4337	0.275	0.176	0.0733	9.2915	5.0445	0.5693	0.3178	0.0905	0.0275	13.3765	4.917
4387	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4388	10585	0.4314	0.275	0.169	0.0674	13.6702	8.2006	0.6141	0.3509	0.1064	0.033	16.4831	5.4179
4389	10589	0.4306	0.2762	0.1689	0.0668	14.251	8.3931	0.6242	0.3534	0.1072	0.0329	17.0809	5.4629
4390	50384794	0.4326	0.2652	0.1652	0.067	4.4405	2.5459	0.5703	0.3032	0.0831	0.0247	6.7714	2.8303
4391	50384795	0.4326	0.2652	0.1657	0.0679	4.4405	2.5512	0.5703	0.3032	0.0829	0.0249	6.7938	2.8277
4392	50384796	0.4296	0.2725	0.1615	0.066	4.6929	2.7004	0.5685	0.3015	0.0822	0.0241	6.946	2.8797
4393	50384797	0.4455	0.2864	0.1763	0.0718	8.1567	4.3026	0.5869	0.3308	0.0946	0.0283	10.9316	4.3527
4394	50384793	0.4247	0.2725	0.1633	0.0644	6.0419	3.3022	0.5731	0.2987	0.0797	0.0225	8.9838	3.4018
4395	50384792	0.4255	0.2693	0.1588	0.061	7.5613	4.3319	0.5686	0.2985	0.0786	0.0214	11.2764	3.7993
4396	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4397	50132101	0.4267	0.2726	0.1687	0.0682	3.9256	2.2265	0.5694	0.3003	0.0846	0.0246	5.906	2.7165
4398	50013786	0.4288	0.2687	0.1688	0.0703	3.4895	1.9103	0.5651	0.2926	0.0793	0.0224	5.5705	2.6541
4399	100152	0.4329	0.2686	0.1711	0.0681	3.8554	2.0719	0.5776	0.2891	0.0788	0.0214	6.3298	2.8219
4400	50047009	0.4267	0.2726	0.1687	0.0682	3.6738	1.9538	0.5521	0.2833	0.077	0.0211	5.906	2.7165
4401	50029799	0.4329	0.2686	0.1711	0.0681	4.1072	2.3446	0.5939	0.3052	0.0861	0.0248	6.3298	2.8219
4402	50130262	0.43	0.2692	0.1697	0.0735	3.5545	2.1191	0.5716	0.3161	0.0919	0.0291	5.0912	2.6141
4403	50136492	0.4342	0.269	0.1723	0.0704	3.9204	2.2728	0.5841	0.3097	0.0899	0.0269	5.8574	2.7752
4404	50380805	0.4506	0.2852	0.1877	0.0771	3.162	1.5507	0.6056	0.3103	0.0922	0.0263	4.6925	2.5002
4405	50380806	0.4459	0.2836	0.185	0.0771	4.6666	2.4257	0.5772	0.3077	0.0923	0.0276	6.8433	3.2162
4406	10404	0.4224	0.26	0.1571	0.0601	6.4279	4.0773	0.5954	0.3153	0.0936	0.028	8.638	3.1166
4407	50381953	0.4396	0.2748	0.1738	0.0702	4.6327	2.5437	0.5659	0.3056	0.0893	0.0263	6.7777	3.0186
4408	50381962	0.4406	0.2736	0.1738	0.0665	5.2832	2.7478	0.5706	0.2978	0.0854	0.0235	8.3474	3.2072
4409	50381963	0.4447	0.2711	0.1731	0.0675	5.1437	2.7337	0.5572	0.2873	0.0801	0.0222	8.3112	3.2883
4410	50381964	0.4418	0.2766	0.171	0.0672	5.8524	2.9281	0.5781	0.296	0.0818	0.0225	8.5513	3.3372
4411	50381952	0.436	0.269	0.1702	0.0657	6.6522	3.7572	0.565	0.3085	0.089	0.0235	9.7004	3.6258
4412	50381954	0.4382	0.271	0.1716	0.0677	7.0057	3.9339	0.5705	0.3151	0.0918	0.0265	9.9504	3.7081
4413	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4414	50380181	0.4369	0.2855	0.1779	0.069	8.0909	3.7209	0.5913	0.3103	0.0871	0.0239	11.2906	4.1751
4415	50380182	0.4422	0.2821	0.1818	0.0706	8.3568	4.1807	0.5985	0.3255	0.0943	0.0247	12.078	4.3676
4416	50380183	0.4359	0.283	0.1804	0.0734	9.5857	5.0193	0.5877	0.3284	0.0987	0.0301	12.8896	4.6314
4417	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4418	50380184	0.4342	0.2817	0.1795	0.0727	9.2322	4.8239	0.5841	0.3237	0.0969	0.0289	12.648	4.5859
4419	50380185	0.4342	0.2817	0.1795	0.0727	8.5655	4.2838	0.566	0.3052	0.0879	0.025	12.648	4.5859
4420	50380186	0.4328	0.278	0.1788	0.0701	8.8363	4.6616	0.5802	0.3188	0.0938	0.0261	12.5963	4.4936
4421	50380187	0.4323	0.2803	0.1785	0.0711	8.8786	4.6471	0.5802	0.3188	0.0946	0.0263	12.398	4.4997
4422	50380188	0.4388	0.287	0.1789	0.0699	8.4444	3.9163	0.595	0.3159	0.0893	0.0254	11.5322	4.2235
4423	50380189	0.4363	0.2808	0.1806	0.0717	9.5434	5.034	0.5877	0.3284	0.0974	0.0285	13.0878	4.6566
4424	50380193	0.4405	0.2883	0.18	0.0709	8.798	4.1204	0.5985	0.3212	0.0914	0.0262	11.7822	4.3389
4425	50380194	0.4346	0.2794	0.1797	0.071	9.1899	4.857	0.5841	0.3237	0.0956	0.0275	12.8378	4.5395
4426	50380192	0.4359	0.283	0.1804	0.0734	8.919	4.4792	0.5702	0.3104	0.0898	0.0264	12.8896	4.6314
4427	50380191	0.4388	0.287	0.179	0.07	8.4444	3.9251	0.595	0.3159	0.0893	0.0247	11.5406	4.2916
4428	50380190	0.4346	0.2794	0.1798	0.0709	9.1899	4.8387	0.5841	0.3237	0.0956	0.0272	12.8463	4.6115
4429	50380535	0.4446	0.287	0.1794	0.0727	11.7267	6.2752	0.6068	0.3471	0.103	0.0313	15.0748	5.3366
4430	50380536	0.449	0.2887	0.1843	0.0766	11.3256	5.957	0.5898	0.348	0.1054	0.0329	14.3716	5.5052
4431	50380537	0.4466	0.2864	0.1825	0.0758	10.6185	5.6034	0.5838	0.3409	0.1016	0.0314	13.8716	5.277
4432	50380538	0.4453	0.2852	0.1816	0.0754	10.2649	5.4266	0.5805	0.3371	0.0996	0.0307	13.6216	5.1618
4433	50380539	0.444	0.2839	0.1807	0.075	9.9114	5.2499	0.5771	0.3332	0.0975	0.03	13.3716	5.0458
4434	50380540	0.4426	0.2826	0.1797	0.0747	9.5578	5.0731	0.5735	0.329	0.0955	0.0292	13.1216	4.929
4435	50380554	0.4428	0.2869	0.1797	0.0712	12.0676	6.3507	0.5958	0.3382	0.0992	0.0296	16.0024	5.4252
4436	50380547	0.4435	0.2873	0.1823	0.0729	11.5402	5.8714	0.5849	0.335	0.0988	0.0296	15.3968	5.4084
4437	50380555	0.4446	0.2863	0.1827	0.074	10.9594	5.6789	0.5733	0.3319	0.0976	0.0295	14.7991	5.3643
4438	50380557	0.4448	0.2857	0.1774	0.0706	12.2502	6.5326	0.6041	0.3393	0.0992	0.0296	16.1531	5.4841
4439	50380558	0.4435	0.2879	0.1789	0.0718	11.5411	5.9459	0.5849	0.335	0.0984	0.0298	15.1083	5.3968
4440	50380559	0.4455	0.2861	0.1798	0.0722	11.7227	6.0533	0.5936	0.3362	0.0988	0.0297	15.5476	5.4672
4441	50380546	0.4446	0.287	0.1791	0.0728	10.9603	5.7534	0.5733	0.3319	0.0973	0.0297	14.5106	5.3525
4442	50380545	0.4467	0.2851	0.1801	0.0733	11.142	5.8608	0.5826	0.3331	0.0976	0.0296	14.9498	5.423
4443	50380560	0.4435	0.2879	0.1792	0.0725	11.911	6.3155	0.6012	0.3425	0.1015	0.0304	15.4173	5.3876
4444	50388135	0.4349	0.2708	0.1626	0.066	7.4236	4.7529	0.5857	0.3091	0.0923	0.0284	10.2462	3.7901
4445	50388129	0.4336	0.2725	0.164	0.0662	7.5645	4.7646	0.5755	0.3024	0.0905	0.0276	10.2462	3.8566
4446	50388132	0.4341	0.2703	0.1633	0.0663	7.5374	4.7861	0.5755	0.3026	0.0894	0.0276	10.2462	3.829
4447	50388131	0.4327	0.2679	0.1643	0.0666	7.0192	4.4011	0.581	0.3035	0.0898	0.027	10.189	3.715
4448	50388130	0.4349	0.2708	0.1626	0.066	7.6808	5.0127	0.6013	0.3222	0.0952	0.0304	10.2462	3.7901
4449	50388133	0.4327	0.2679	0.1643	0.0666	7.2844	4.7277	0.5972	0.316	0.0957	0.0296	10.189	3.715
4450	50388134	0.4312	0.2696	0.1616	0.0622	8.9835	5.3954	0.6217	0.3255	0.1019	0.0297	11.4771	3.8116
4451	50388136	0.4341	0.2704	0.1626	0.0643	7.3744	4.5915	0.5719	0.298	0.0865	0.0251	10.7341	3.8252
4452	50388135	0.4349	0.2708	0.1626	0.066	7.4236	4.7529	0.5857	0.3091	0.0923	0.0284	10.2462	3.7901
4453	50388137	0.4327	0.2679	0.1643	0.0666	7.0192	4.4011	0.581	0.3035	0.0898	0.027	10.189	3.715
4454	50388138	0.4327	0.2679	0.1643	0.0666	7.2844	4.7277	0.5972	0.316	0.0957	0.0296	10.189	3.715
4455	50388139	0.4312	0.2696	0.1616	0.0622	8.9835	5.3954	0.6217	0.3255	0.1019	0.0297	11.4771	3.8116
4456	50004000	0.4304	0.2678	0.1642	0.063	5.9511	3.7767	0.6217	0.3156	0.0962	0.0294	8.0467	3.0523
4457	50386055	0.4467	0.2855	0.1858	0.0769	8.0741	4.2705	0.5911	0.332	0.1022	0.0321	10.7742	4.3461
4458	50386064	0.4433	0.2822	0.1835	0.0756	7.866	4.3819	0.5948	0.335	0.1059	0.0337	10.2742	4.1045
4459	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
4460	10404	0.4224	0.26	0.1571	0.0601	6.4279	4.0773	0.5954	0.3153	0.0936	0.028	8.638	3.1166
4461	50386066	0.4443	0.2798	0.1818	0.0746	3.1044	1.6233	0.564	0.2966	0.0862	0.025	4.9078	2.447
4462	50386067	0.4403	0.2786	0.1802	0.0726	4.6372	2.3675	0.548	0.2836	0.0802	0.0228	7.5693	3.2292
4463	50386068	0.4467	0.2843	0.1857	0.0782	5.8342	3.1913	0.6043	0.3422	0.1079	0.0344	7.6127	3.4334
4464	50386069	0.449	0.2865	0.1872	0.0794	6.1877	3.3769	0.609	0.3487	0.1104	0.0363	7.8627	3.5643
4465	50386071	0.4529	0.2904	0.1901	0.0807	6.8948	3.703	0.6172	0.3604	0.1167	0.0388	8.3627	3.8206
4466	50386054	0.445	0.2839	0.1846	0.0764	7.7206	4.1211	0.5871	0.3268	0.0996	0.0311	10.5242	4.2258
4467	50386056	0.4483	0.287	0.1869	0.0774	8.4277	4.4472	0.5948	0.337	0.1047	0.0329	11.0242	4.4654
4468	50386057	0.4498	0.2884	0.1879	0.0779	8.7812	4.624	0.5983	0.3416	0.1071	0.0339	11.2742	4.5838
4469	50386058	0.4537	0.2924	0.1909	0.0793	9.8419	5.1543	0.6076	0.3541	0.1139	0.0366	12.0242	4.9348
4470	50386059	0.445	0.2839	0.1846	0.0752	7.7206	4.0937	0.5871	0.3268	0.0996	0.0289	10.5242	4.2583
4471	50386060	0.4566	0.2863	0.189	0.0749	7.1987	3.6273	0.6073	0.3346	0.0995	0.0273	10.2042	4.1232
4472	50386061	0.4483	0.287	0.1869	0.0763	7.6794	3.819	0.5739	0.3144	0.0929	0.0276	11.0242	4.4965
4473	50386062	0.4593	0.2894	0.1911	0.0761	7.9058	3.9808	0.6137	0.3446	0.1049	0.0294	10.7042	4.3613
4474	50389608	0.4312	0.2704	0.1682	0.0629	8.0058	4.1284	0.5431	0.2781	0.0738	0.0192	13.457	4.2745
4475	50193942	0.4627	0.305	0.1951	0.0837	4.2536	1.9508	0.6203	0.3367	0.097	0.026	5.9192	3.1028
4476	50193943	0.4607	0.3029	0.1931	0.0806	3.6011	1.4898	0.5946	0.3091	0.0792	0.0188	5.6692	3.0106
4477	50193945	0.458	0.2998	0.1895	0.0796	3.9986	1.7372	0.6128	0.315	0.0823	0.0201	6.1361	3.0476
4478	50193946	0.4572	0.304	0.1914	0.0806	4.0765	1.6731	0.6128	0.3144	0.0818	0.0204	6.0048	3.0698
4479	50193947	0.4607	0.298	0.1936	0.0768	4.3119	1.7847	0.5879	0.2973	0.0755	0.0182	7.2318	3.3202
4480	50193948	0.4612	0.2988	0.1927	0.0792	4.0845	1.6971	0.5887	0.3072	0.0794	0.0194	6.4285	3.1686
4481	50193949	0.4647	0.3037	0.1928	0.0804	4.7068	1.9598	0.6164	0.3292	0.0863	0.0219	6.8171	3.3986
4482	50193950	0.4534	0.2984	0.193	0.0816	6.6423	3.2624	0.614	0.344	0.1059	0.0333	8.5591	3.8875
4483	50193951	0.4551	0.2999	0.1941	0.0828	6.0156	2.6375	0.5897	0.3143	0.0877	0.0239	8.8007	4.0123
4484	50193952	0.4648	0.2993	0.195	0.0792	5.3878	2.3734	0.6347	0.3413	0.0963	0.023	7.6726	3.5333
4485	50193953	0.4529	0.3011	0.191	0.0813	6.5843	2.9246	0.6029	0.3163	0.0893	0.0246	9.0473	4.0305
4486	50193954	0.4516	0.2971	0.19	0.0801	5.8149	2.6855	0.6009	0.3213	0.0921	0.0252	8.2426	3.7602
4487	50193955	0.4495	0.2979	0.1907	0.0796	6.5058	2.9322	0.6184	0.328	0.0991	0.0285	8.6533	3.8232
4488	50193956	0.4646	0.307	0.1975	0.0835	4.3548	1.6909	0.6064	0.3285	0.0899	0.0237	6.1882	3.2621
4489	50193958	0.4607	0.3029	0.1931	0.0806	3.4942	1.4372	0.5869	0.3011	0.0761	0.0183	5.6692	3.0106
4490	50193960	0.4572	0.3045	0.1887	0.0761	4.0213	1.7129	0.6128	0.315	0.0806	0.0197	5.9228	3.0465
4491	50193961	0.457	0.3036	0.1901	0.0772	4.0504	1.6586	0.5647	0.2887	0.0735	0.0175	6.726	3.2252
4492	50392419	0.4429	0.287	0.1847	0.0756	7.4356	3.8227	0.5563	0.3103	0.0902	0.0283	10.9	4.2777
4493	50392421	0.449	0.2925	0.1889	0.0775	8.8498	4.478	0.574	0.3308	0.1	0.0315	11.9	4.7596
4494	50392422	0.4414	0.2883	0.1842	0.0741	8.0164	4.0152	0.5724	0.3152	0.092	0.0285	11.4977	4.3246
4495	50392423	0.4431	0.2897	0.1853	0.0745	8.3699	4.1553	0.5766	0.3205	0.0942	0.0293	11.7477	4.4465
4496	50392424	0.4476	0.2934	0.1882	0.0759	9.4306	4.6705	0.5878	0.3346	0.1014	0.0316	12.4977	4.8043
4497	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4498	50391530	0.4444	0.2864	0.1821	0.0748	8.1564	4.2388	0.6012	0.3414	0.1026	0.0322	10.6404	4.2326
4499	50391531	0.4477	0.2894	0.1844	0.0758	8.8635	4.5923	0.608	0.3507	0.1076	0.034	11.1404	4.4745
4500	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4501	50392582	0.4315	0.2732	0.1743	0.0706	8.6671	4.6579	0.5511	0.2968	0.0831	0.023	13.5959	4.6003
4502	50392583	0.4437	0.2877	0.183	0.074	10.063	4.8668	0.5821	0.3158	0.0918	0.0252	13.9052	5.0073
4503	50398916	0.4138	0.2653	0.1557	0.059	14.8819	10.7518	0.6169	0.3423	0.1119	0.037	15.567	4.7872
4504	50398920	0.4143	0.2638	0.1561	0.0595	14.4158	10.5144	0.62	0.3415	0.1118	0.0371	15.2957	4.7681
4505	10404	0.4224	0.26	0.1571	0.0601	6.4279	4.0773	0.5954	0.3153	0.0936	0.028	8.638	3.1166
4506	50193962	0.4534	0.2987	0.1914	0.0808	6.6168	3.2205	0.6171	0.3436	0.1038	0.0317	8.4926	3.8344
4507	50377438	0.4457	0.285	0.1834	0.0759	7.6187	3.9764	0.5693	0.3126	0.0906	0.0285	11.1887	4.3551
4508	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4509	26663	0.4411	0.2885	0.173	0.0673	6.2276	2.8832	0.5727	0.305	0.0844	0.0236	8.4762	3.4367
4510	50394652	0.4411	0.2879	0.1748	0.068	6.2261	2.8612	0.5727	0.305	0.0847	0.0237	8.5632	3.4815
4511	50394653	0.4639	0.3029	0.193	0.0813	5.6271	2.3641	0.6216	0.323	0.0958	0.0281	7.3327	3.4553
4512	50394654	0.4639	0.3001	0.2022	0.0893	3.89	1.6823	0.5883	0.3041	0.0911	0.0272	5.8626	3.1167
4513	50394655	0.424	0.2739	0.1686	0.0639	6.5239	2.9489	0.5495	0.2809	0.0711	0.0187	9.9491	3.4999
4514	50394656	0.4413	0.2879	0.183	0.0791	4.1114	1.9723	0.5392	0.2881	0.0812	0.0233	6.4041	3.1637
4515	50393005	0.4267	0.2717	0.1708	0.0673	4.5172	2.8536	0.5986	0.3261	0.1026	0.0308	5.9775	2.7117
4516	50393000	0.4247	0.2633	0.1653	0.0669	5.5326	3.5551	0.5901	0.3168	0.0949	0.0293	7.7707	3.1192
4517	50393001	0.4234	0.2665	0.1654	0.0656	5.7169	3.6091	0.5791	0.3089	0.0925	0.028	8.1062	3.1785
4518	50393002	0.4281	0.2637	0.1673	0.0656	5.8985	3.726	0.5973	0.3122	0.0932	0.0281	8.53	3.2739
4519	50393003	0.4265	0.269	0.167	0.0668	6.0704	3.8176	0.5852	0.3169	0.0951	0.0294	8.3478	3.2315
4520	50392998	0.4338	0.2719	0.1741	0.0659	7.0765	3.9704	0.6002	0.3168	0.0934	0.0269	10.2731	3.7044
4521	50393004	0.4288	0.2677	0.171	0.0698	4.3329	2.7995	0.615	0.3381	0.1067	0.0333	5.6419	2.6502
4522	50393005	0.4267	0.2717	0.1708	0.0673	4.5172	2.8536	0.5986	0.3261	0.1026	0.0308	5.9775	2.7117
4523	50393006	0.4513	0.2903	0.1832	0.0723	7.2253	3.9691	0.6237	0.3608	0.1136	0.0335	8.6101	3.8468
4524	50393007	0.4357	0.2789	0.1775	0.0718	6.7412	3.8583	0.5795	0.3057	0.0929	0.0273	9.7641	3.8635
4525	50393008	0.4326	0.2788	0.1769	0.0722	6.8242	3.8627	0.5863	0.3128	0.0958	0.0279	9.5538	3.7595
4526	50004000	0.4304	0.2678	0.1642	0.063	5.9511	3.7767	0.6217	0.3156	0.0962	0.0294	8.0467	3.0523
4527	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
4528	10620	0.4695	0.3123	0.2121	0.0816	4.5942	1.4439	0.6558	0.3415	0.1109	0.0266	5.939	2.879
4529	50394324	0.441	0.2916	0.1846	0.0781	7.1852	3.6562	0.5722	0.3111	0.0935	0.029	9.7824	4.1232
4530	50394325	0.4415	0.2889	0.1851	0.0791	7.1307	3.6386	0.5722	0.3113	0.094	0.0289	9.9959	4.1077
4531	50394327	0.4551	0.2996	0.1905	0.0778	8.6255	4.2651	0.6356	0.3624	0.1152	0.0354	10.5217	4.2747
4532	50394328	0.4536	0.2983	0.1893	0.0772	8.272	4.0883	0.6331	0.3579	0.1125	0.0343	10.2717	4.1567
4533	50394329	0.4386	0.291	0.1849	0.0769	7.9164	3.9866	0.5837	0.312	0.0953	0.0291	10.9317	4.2244
4534	50394330	0.4391	0.2888	0.1839	0.077	7.8894	4.008	0.5837	0.3122	0.0941	0.029	10.9317	4.1971
4535	50394331	0.442	0.2867	0.1828	0.0768	8.1098	4.1934	0.5981	0.3154	0.0948	0.0292	11.7672	4.2694
4536	50394332	0.4386	0.2913	0.1834	0.076	8.8355	4.4188	0.6366	0.336	0.1035	0.0314	11.7763	4.2122
4537	50394333	0.4386	0.291	0.1849	0.0769	8.3528	4.1126	0.6089	0.3234	0.0997	0.0305	11.6311	4.2244
4538	50394334	0.4386	0.2913	0.1834	0.076	8.3563	4.2099	0.6089	0.3234	0.0991	0.0303	11.5141	4.2122
4539	50394335	0.4391	0.2888	0.1839	0.077	8.2966	4.191	0.6089	0.3236	0.0997	0.0302	11.8455	4.1971
4540	50394336	0.4386	0.291	0.1849	0.0769	8.2755	4.0902	0.6044	0.3214	0.0989	0.0303	11.3424	4.2244
4541	50394337	0.4386	0.2913	0.1834	0.076	8.279	4.1762	0.6044	0.3214	0.0983	0.0301	11.252	4.2122
4542	50394338	0.4391	0.2888	0.1839	0.077	8.2244	4.1586	0.6044	0.3216	0.0987	0.03	11.4655	4.1971
4543	50289102	0.4288	0.2727	0.1757	0.0732	3.6819	2.1104	0.5794	0.3225	0.0964	0.0285	5.094	2.6312
4544	25524	0.4236	0.2561	0.1601	0.0624	6.5044	3.9806	0.5724	0.2838	0.0756	0.0214	10.8849	3.6526
4545	50203126	0.4234	0.2572	0.1638	0.0642	6.3942	3.9095	0.5687	0.2892	0.0802	0.0236	10.4809	3.6538
4546	50292332	0.4377	0.2606	0.1674	0.0656	6.3959	3.8465	0.5966	0.2975	0.083	0.0245	10.3798	3.6151
