No.	NAME	MWC07	SRW05	MPC09	piPC03	piPC07	piPC10	piID	PCD
3775	50359515	9.9463	3.0445	5.9428	5.4717	7.6322	8.8514	15.3108	5.5154
3776	50359516	9.9622	3.0445	5.961	5.4843	7.6556	8.8645	15.4155	5.544
3777	50359517	9.8591	2.3979	5.8861	5.373	7.5016	8.8121	14.5605	5.1124
3778	50357943	9.5675	2.3979	5.5835	5.1142	7.5109	8.7781	11.8632	3.9273
3779	50357950	9.6031	2.3979	5.649	5.1409	7.5328	8.8394	11.9832	3.959
3780	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
3781	50359284	8.7354	0	3.6109	4.382	5.3244	5.5543	8.5093	2.1796
3782	50359285	8.7754	0	3.7136	4.4188	5.3567	5.5801	8.591	2.1726
3783	50359286	8.8016	0	3.8067	4.4308	5.3777	5.6596	8.6667	2.1654
3784	50359287	8.8438	0	3.8067	4.4543	5.3881	5.6052	8.6667	2.1654
3785	50359288	8.8504	0	3.8918	4.4427	5.3983	5.7332	8.7372	2.1579
3786	50359289	9.012	2.3979	4.1109	4.5326	5.4629	5.8943	9.0296	2.137
3787	50359295	9.0273	0	4.1744	4.734	5.7737	6.4424	9.9855	2.9861
3788	50359296	9.1271	0	4.2767	4.7979	5.9031	6.5779	10.2378	3.0517
3789	50359294	9.0203	0	4.1431	4.7073	5.6745	6.2981	10.0066	2.9521
3790	50359297	8.8911	0	3.912	4.483	5.3138	5.6999	8.8921	2.3128
3791	50359290	8.4147	0	2.8904	3.9656	4.4056	4.1691	6.8705	1.2251
3792	50359291	8.3483	0	2.3979	3.907	4.8654	4.1231	6.8853	1.4604
3793	50359299	8.004	0	1.6094	3.7075	4.1093	2.151	6.1825	1.3227
3794	50359292	7.9139	0	1.0986	3.631	3.9919	0	6.0604	1.3508
3795	50359300	8.2169	0	1.7918	3.7785	4.7293	3.8408	6.6652	1.4891
3796	50359293	8.3777	0	2.8904	3.907	4.4177	4.2892	6.8022	1.2492
3797	50359672	9.1462	2.3979	4.3041	4.7185	5.9755	6.6328	10.2465	3.0409
3798	50359674	9.4843	2.3979	4.9053	5.0483	6.394	7.2296	10.7603	3.0577
3799	50359675	9.4843	2.3979	4.9053	5.0483	6.394	7.2296	10.7603	3.0577
3800	50359680	9.4353	2.3979	4.7449	4.8828	6.2496	7.0101	10.3731	2.8726
3801	50359681	9.4353	2.3979	4.7449	4.8828	6.2496	7.0101	10.3731	2.8726
3802	50359682	9.522	2.3979	4.9488	5.0767	6.4163	7.2585	10.8198	3.0559
3803	50359683	9.4927	2.3979	4.8752	5.061	6.333	7.1182	10.7798	3.0104
3804	50358073	9.7171	2.3979	5.8608	5.118	7.0236	8.3091	13.4129	4.3338
3805	50358074	9.7247	2.3979	5.8522	5.124	7.0178	8.2823	13.4331	4.3143
3806	50358075	9.7323	2.3979	5.8464	5.1299	7.0169	8.2681	13.4528	4.2958
3807	50358076	9.7399	2.3979	5.8464	5.1358	7.0178	8.261	13.4722	4.2782
3808	50358077	9.7474	2.3979	5.8493	5.1417	7.0187	8.2593	13.4912	4.2614
3809	50358078	9.7049	2.3979	5.8861	5.1059	7.0953	8.4354	13.3714	4.3763
3810	50358081	9.71	2.3979	5.8693	5.112	7.0481	8.3568	13.3924	4.3545
3811	50358082	9.7171	2.3979	5.8608	5.118	7.0236	8.3091	13.4129	4.3338
3812	50358083	9.916	3.0445	5.989	5.3607	7.3631	8.5285	15.3112	5.5436
3813	50358084	9.7023	3.0445	5.8636	5.0914	7.0348	8.3425	13.0145	4.0628
3814	50358085	9.71	2.3979	5.8693	5.112	7.0481	8.3568	13.3924	4.3545
3815	50358086	9.7574	2.3979	5.8861	5.1562	7.0727	8.3819	13.639	4.4479
3816	50358087	9.74	2.3979	5.8805	5.1387	7.0539	8.3757	13.5233	4.4059
3817	50358088	9.7864	2.3979	5.8916	5.2068	7.127	8.4002	13.9226	4.6628
3818	50358089	9.7502	2.3979	5.8861	5.1475	7.0598	8.3688	13.565	4.4476
3819	50358090	9.7413	2.3979	5.8833	5.1387	7.0563	8.3699	13.5334	4.4161
3820	50358091	9.74	2.3979	5.8805	5.1387	7.0539	8.3757	13.5233	4.4059
3821	50358092	9.8197	2.3979	5.9108	5.2068	7.1058	8.403	13.8516	4.527
3822	50358093	9.7821	2.3979	5.8972	5.1733	7.0656	8.3874	13.6762	4.4851
3823	50358094	9.8908	2.3979	5.9296	5.3554	7.2972	8.3528	15.4618	5.7296
3824	50358095	9.7323	2.3979	5.8464	5.1299	7.0169	8.2681	13.4528	4.2958
3825	50358096	9.7537	2.3979	5.9162	5.1358	7.1272	8.4645	13.3924	4.3545
3826	50358097	9.6252	2.3979	5.793	4.9363	6.979	8.243	11.7886	3.2122
3827	50358079	9.64	2.3979	5.8141	4.9505	6.9827	8.2461	11.9759	3.277
3828	50203126	9.5748	2.3979	5.7071	5.0515	7.3643	8.7302	12.0439	3.6831
3829	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
3830	50359379	9.1596	0	4.6444	4.7999	6.4612	7.1569	10.878	3.3942
3831	50359380	9.2375	0	4.6151	4.8481	6.481	6.7853	10.9173	3.3159
3832	50359381	9.2251	2.3979	4.5747	4.8402	6.4779	6.7699	10.8093	3.3105
3833	50359382	9.1816	0	4.5109	4.8162	6.3946	6.622	10.8978	3.3346
3834	50359383	9.1002	0	4.3175	4.7833	6.3658	6.4927	10.525	3.3061
3835	50359384	9.1945	0	4.4998	4.8243	6.3896	6.4901	10.9076	3.3062
3836	50359385	9.2458	0	4.7185	4.8637	6.6395	7.2888	10.8978	3.3738
3837	50359386	9.2336	2.3979	4.6821	4.8559	6.6369	7.2795	10.7882	3.3706
3838	50359387	9.1596	0	4.6444	4.8559	6.718	7.7551	11.5398	4.056
3839	50359388	9.2375	0	4.6151	4.8203	6.3601	6.5996	10.6885	3.0871
3840	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
3841	50359376	9.2402	0	4.7274	4.8637	6.599	7.277	10.8978	3.3738
3842	50359393	9.384	2.3979	4.7707	4.8932	6.5596	6.8728	10.9364	2.956
3843	50359395	9.3946	2.3979	4.7622	4.9006	6.5581	6.8441	10.9474	2.9347
3844	50359391	9.384	2.3979	4.7707	4.8932	6.5596	6.8728	10.9364	2.956
3845	50359396	9.3737	2.3979	4.8122	4.8856	6.5631	6.9387	10.9252	2.9779
3846	50359397	9.3655	2.3979	4.8828	4.8781	6.5745	7.0256	10.9139	3.0004
3847	50360906	10.3456	3.7136	6.561	5.2614	7.2612	8.3916	11.622	2.4429
3848	50360907	10.3623	3.7136	6.6026	5.2845	7.2846	8.4379	11.6767	2.4444
3849	50360908	10.4082	3.7136	6.6908	5.3435	7.3512	8.5307	11.8327	2.455
3850	50360909	10.3741	3.7136	6.5985	5.292	7.2862	8.4344	11.6949	2.4626
3851	50360910	10.3456	3.7136	6.561	5.2614	7.2612	8.3916	11.622	2.4429
3852	50360911	10.3675	3.7136	6.6107	5.2845	7.301	8.4413	11.7052	2.4444
3853	50360912	10.3839	3.7136	6.6503	5.307	7.3236	8.4855	11.7579	2.4458
3854	50360913	10.4288	3.7136	6.7346	5.3648	7.3877	8.5751	11.9086	2.4559
3855	50360914	10.3955	3.7136	6.6477	5.3144	7.3251	8.4829	11.7754	2.4633
3856	50360915	10.3675	3.7136	6.6107	5.2845	7.301	8.4413	11.7052	2.4444
3857	50360916	10.3958	3.7136	6.6758	5.3435	7.4157	8.5606	11.9824	2.5757
3858	50360917	10.4117	3.7136	6.713	5.3648	7.4358	8.5999	12.0294	2.5744
3859	50360918	10.4554	3.7136	6.7923	5.4194	7.4933	8.6802	12.1653	2.5773
3860	50360919	10.423	3.7136	6.7105	5.3718	7.4372	8.6001	12.0451	2.5901
3861	50360920	10.3958	3.7136	6.6758	5.3435	7.4157	8.5606	11.9824	2.5757
3862	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
3863	50070680	9.3101	0	4.654	4.3567	5.8693	6.2226	8.2459	1.3769
3864	50365770	9.4388	0	5.4467	4.9733	7.3069	8.5487	11.5609	3.7092
3865	50365771	9.4488	0	5.4467	4.9802	7.3079	8.5471	11.6288	3.7073
3866	50365772	9.4772	0	5.4723	5.0006	7.3109	8.5578	11.6924	3.7052
3867	50365773	9.4865	0	5.4638	5.0073	7.3092	8.5505	11.7522	3.7031
3868	50365774	9.5326	0	5.5134	5.0272	7.3149	8.5641	12.007	3.699
3869	50365775	9.5414	0	5.4972	5.0337	7.3132	8.5538	12.051	3.6963
3870	50365776	9.4048	0	5.3936	4.9593	7.3008	8.5269	11.4095	3.7128
3871	50365777	9.4158	0	5.4205	4.9663	7.3038	8.5378	11.4881	3.7111
3872	50365778	9.5235	2.3979	5.5053	5.0206	7.3136	8.563	11.9127	3.7017
3873	50365779	9.5324	2.3979	5.4889	5.0272	7.3119	8.5534	11.961	3.6992
3874	50365780	9.5326	0	5.5134	5.0272	7.3149	8.5641	12.007	3.699
3875	50365781	9.5414	0	5.4972	5.0337	7.3132	8.5538	12.051	3.6963
3876	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
3877	50289094	8.8154	0	4.3438	4.1934	5.7302	5.9922	8.1935	1.6714
3878	50289096	8.9684	0	4.4188	4.334	5.92	6.3245	8.4388	1.8003
3879	10972	9.4774	3.0445	4.852	4.4573	6.0718	6.3715	8.6287	1.2834
3880	50289104	8.8154	0	4.3438	4.1934	5.7429	5.9894	8.1915	1.6694
3881	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
3882	50289105	8.7224	0	4.1897	4.1231	5.6018	5.821	8.0555	1.6687
3883	10404	9.5434	2.3979	5.3033	4.5406	6.3481	6.9987	9.1845	1.5967
3884	50289103	8.8466	0	4.3307	4.2158	5.709	6.0491	8.2094	1.6873
3885	50289098	8.7431	0	4.2341	4.1392	5.6309	5.8444	8.188	1.6674
3886	50289099	8.8466	0	4.3307	4.2158	5.7305	6.0407	8.2031	1.681
3887	50289102	8.6819	2.3979	3.8067	4.0902	5.5718	5.5959	7.749	1.6714
3888	50362874	9.531	0	4.8828	4.9053	6.3828	6.5219	10.6337	2.6117
3889	50366605	9.5434	0	5.0434	4.9663	6.6947	7.077	11.3366	2.977
3890	50366607	9.5249	0	5.0304	4.9523	6.6922	7.077	11.3136	3.0096
3891	50366606	9.5155	0	5.0304	4.9452	6.691	7.0856	11.3019	3.0265
3892	50080160	9.5526	0	5.0499	4.9733	6.6959	7.0778	11.3479	2.9613
3893	50080162	9.5616	0	5.0562	4.9802	6.6971	7.0787	11.3591	2.946
3894	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
3895	50366608	9.5342	0	5.037	4.9593	6.6934	7.0761	11.3251	2.9931
3896	50080164	9.5883	0	5.0752	5.0006	6.7008	7.0812	11.3921	2.9021
3897	50368268	9.5178	3.0445	4.8283	4.8081	6.4385	7.418	10.1664	2.3399
3898	50368269	9.5361	0	4.8598	4.8243	6.4448	7.4252	10.3289	2.336
3899	50313079	8.0965	0	1.9459	3.7436	4.2431	0	6.2698	1.2726
3900	50368270	9.5361	0	4.8598	4.8243	6.4448	7.4252	10.3289	2.336
3901	50004000	9.4109	3.0445	4.7095	4.3851	6.0402	6.2212	8.2297	1.3219
3902	50368271	9.5361	0	4.8598	4.8243	6.4448	7.4252	10.3289	2.336
3903	50368272	9.5361	0	4.8598	4.8243	6.4448	7.4252	10.3289	2.336
3904	50012004	9.065	0	4.2341	4.5218	6.0617	6.7528	8.9905	2.1564
3905	50020514	8.1884	2.3979	1.0986	3.7699	3.9691	2.4092	6.0084	1.1256
3906	50020515	9.0261	2.3979	4.2627	4.7438	6.1992	6.6957	10.1071	3.2687
3907	50020517	8.4205	2.3979	2.9444	3.9195	4.3365	4.0647	6.7529	1.0491
3908	50020518	8.3008	2.3979	2.4849	3.8368	4.2827	3.631	6.3861	1.0979
3909	50020519	8.4674	2.3979	2.7726	3.8581	4.3998	3.446	6.4889	1.0862
3910	50020518	8.3008	2.3979	2.4849	3.8368	4.2827	3.631	6.3861	1.0979
3911	50020523	8.598	2.3979	3.4657	4.2784	4.8442	5.6448	7.9981	2.0371
3912	50011780	7.7643	0	0.6931	3.6041	3.7849	0	5.9239	1.3806
3913	50020527	8.7742	2.3979	2.8904	4.4353	6.1335	5.4815	7.9494	2.2324
3914	50367853	8.7598	0	3.4965	4.4248	5.1884	5.1409	8.9166	2.4168
3915	50367852	8.8058	2.3979	3.7842	4.4203	5.1876	5.9181	8.5825	2.278
3916	50020519	8.4674	2.3979	2.7726	3.8581	4.3998	3.446	6.4889	1.0862
3917	50020522	8.7093	0	3.6376	4.4188	5.3786	5.9896	8.7369	2.4306
3918	50020521	8.617	2.3979	2.8332	3.9392	4.5211	3.5956	6.5835	1.0741
3919	50020523	8.598	2.3979	3.4657	4.2784	4.8442	5.6448	7.9981	2.0371
3920	50020532	8.8847	2.3979	3.2958	4.4816	6.2694	5.9803	8.2022	2.2335
3921	50020520	8.3136	2.3979	1.6094	3.815	4.3032	3.0564	6.2735	1.1087
3922	50011780	7.7643	0	0.6931	3.6041	3.7849	0	5.9239	1.3806
3923	50020520	8.3136	2.3979	1.6094	3.815	4.3032	3.0564	6.2735	1.1087
3924	50020514	8.1884	2.3979	1.0986	3.7699	3.9691	2.4092	6.0084	1.1256
3925	50020515	9.0261	2.3979	4.2627	4.7438	6.1992	6.6957	10.1071	3.2687
3926	50020529	8.6424	2.3979	3.3322	4.3058	4.7185	4.9545	8.0646	1.9487
3927	50020529	8.6424	2.3979	3.3322	4.3058	4.7185	4.9545	8.0646	1.9487
3928	50020517	8.4205	2.3979	2.9444	3.9195	4.3365	4.0647	6.7529	1.0491
3929	50020516	8.9018	3.0445	3.8501	4.4514	5.0868	5.9135	8.3149	2.0123
3930	50008684	8.8792	0	3.4012	4.0604	4.9558	4.3944	6.8845	1.0068
3931	50008689	9.2086	0	4.4067	4.2341	5.4681	5.4723	7.6246	0.9834
3932	50008685	9.2839	0	4.5218	4.2627	5.5294	5.6384	7.7267	0.9651
3933	50074266	8.7424	0	3.9703	4.2158	5.3796	5.9273	8.2425	1.6481
3934	50074265	8.7424	0	3.9703	4.3694	5.8267	6.5345	8.7596	2.1652
3935	50074267	8.866	2.3979	4.1271	4.4067	5.8622	6.6381	8.8078	2.1692
3936	50074268	8.8761	0	3.9703	4.6225	5.9387	6.5372	9.7575	2.9234
3937	50074269	9.0797	0	4.5747	4.6891	6.0841	6.8549	10.3906	2.9919
3938	50074270	8.9321	0	4.2195	4.4942	6.0176	6.8379	8.967	2.1791
3939	50074271	8.8587	0	4.0073	4.6126	5.94	6.5919	9.7364	2.9587
3940	50074273	8.7424	0	3.9703	4.3694	5.8267	6.5345	8.7596	2.1652
3941	50074274	8.911	0	3.989	4.642	5.9387	6.5012	9.7987	2.8575
3942	50074276	9.1194	0	4.4067	4.7428	6.1144	6.6141	10.5952	3.1273
3943	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
3944	50074278	9.1715	2.3979	4.654	4.6396	6.3438	7.2834	9.6736	2.3065
3945	50074277	9.0959	0	4.4659	4.7073	6.0287	6.7048	10.4156	2.934
3946	50074282	9.0849	0	4.5326	4.6982	6.0401	6.7572	10.4032	2.9624
3947	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
3948	50074281	8.8618	0	4.0943	4.4427	5.9407	6.6205	8.8301	2.1543
3949	50074283	8.7424	0	3.9703	4.3694	5.8267	6.5345	8.7596	2.1652
3950	50074286	9.1055	0	4.4188	4.734	6.1167	6.656	10.5844	3.1572
3951	50074287	9.1124	0	4.3944	4.5433	6.1651	6.8948	9.0167	2.1241
3952	50074285	9.1713	0	4.7707	4.777	6.6008	7.6583	10.14	2.869
3953	50074284	8.7617	0	3.9318	4.382	5.8193	6.4847	8.81	2.152
3954	50074288	8.9321	0	4.2195	4.4942	6.0176	6.8379	8.967	2.1791
3955	50074275	9.1334	0	4.4067	4.7514	6.1167	6.6023	10.606	3.0983
3956	50074289	8.8618	0	4.0943	4.4427	5.9407	6.6205	8.8301	2.1543
3957	50074291	8.8618	0	4.0943	4.4427	5.9407	6.6205	8.8301	2.1543
3958	50074290	8.7395	2.3979	3.9318	4.3258	5.6494	6.1406	8.4858	1.9785
3959	50074292	9.0919	0	4.4773	4.7252	6.1222	6.7457	10.5734	3.1882
3960	50074293	8.7424	0	3.9703	4.3694	5.8267	6.5345	8.7596	2.1652
3961	50074279	8.7424	0	3.9703	4.3694	5.8267	6.5345	8.7596	2.1652
3962	50029912	9.4042	2.3979	5.0499	4.7185	6.1117	6.4005	9.8376	2.1405
3963	50029914	9.2755	2.3979	4.7791	4.6347	5.8463	6.0841	9.6806	2.121
3964	50029916	9.3874	2.3979	4.9273	4.7274	6.0259	6.1966	9.8736	2.0871
3965	50029917	9.3969	2.3979	4.9273	4.7185	6.0316	6.2765	9.8756	2.141
3966	50029915	9.5164	2.3979	5.0689	4.8081	6.2071	6.4025	10.0213	2.1334
3967	50029919	9.1822	2.3979	4.5218	4.5695	5.5958	5.7624	9.4943	2.0961
3968	9408	9.2257	0	4.6347	4.7557	5.7911	6.3444	9.3291	2.0293
3969	50029921	9.5138	2.3979	5.037	4.8675	6.2334	6.4317	10.4942	2.4928
3970	9405	8.9447	0	4.1109	4.4485	5.1591	5.3073	8.6255	1.7849
3971	50029925	9.3021	2.3979	4.7622	4.6492	5.8357	6.1286	9.7092	2.1497
3972	50029926	9.4132	2.3979	4.9345	4.7318	6.0063	6.254	9.8763	2.1418
3973	9385	8.8469	0	4.0431	4.4006	5.0868	5.2772	8.5997	1.8164
3974	50029927	9.3832	2.3979	4.9273	4.7875	6.2941	6.8132	10.4913	2.7568
3975	50004022	9.1822	2.3979	4.5218	4.5695	5.5958	5.7624	9.4943	2.0961
3976	50029931	9.1779	0	4.7095	4.5695	5.6018	5.9796	9.558	2.1155
3977	50029930	9.3832	2.3979	4.9273	4.6728	5.9575	6.2018	9.7914	2.0569
3978	50029932	9.4932	2.3979	5.0239	4.8559	6.2817	6.415	10.398	2.3967
3979	50029935	9.1862	0	4.7274	4.5799	5.5869	6.1192	9.633	2.1085
3980	50029934	9.488	2.3979	5.0106	4.8559	6.2679	6.3908	10.3657	2.3643
3981	50029936	9.408	2.3979	4.9127	4.7318	6.0461	6.2828	9.8763	2.1418
3982	50029937	9.4249	2.3979	4.9558	4.7579	6.0859	6.2958	9.978	2.1468
3983	50029938	9.1814	2.3979	4.6052	4.5591	5.6394	5.9336	9.4777	2.1227
3984	50029940	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
3985	50029939	9.4117	2.3979	4.6728	4.7536	6.0116	5.8495	9.9087	2.0332
3986	50029941	9.3839	2.3979	4.8203	4.7274	6.0262	6.0691	9.8665	2.0954
3987	50029942	9.4192	2.3979	4.9273	4.7318	5.9951	6.2865	9.8989	2.1644
3988	50029945	9.4409	2.3979	4.9698	4.7707	6.0793	6.2851	10.0176	2.1864
3989	50029943	9.4014	2.3979	4.6913	4.7449	6.0116	5.8835	9.8947	2.0533
3990	50029944	9.4268	2.3979	4.9698	4.7579	6.0769	6.2812	9.9877	2.1564
3991	50029948	9.2837	2.3979	4.8363	4.6913	6.179	6.5091	10.1112	2.4464
3992	50029947	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
3993	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
3994	50029949	9.1299	2.3979	4.5218	4.3851	5.8527	5.8273	8.1412	1.3061
3995	50004020	9.2933	2.3979	4.625	4.6681	5.7688	5.8502	9.6467	2.164
3996	50033489	9.0439	0	4.2905	4.4338	5.1807	5.6992	8.5804	1.7093
3997	50033492	9.1943	0	4.5109	4.5353	5.3878	5.8679	8.8895	1.7326
3998	50033494	9.2427	0	4.6347	4.5565	5.4498	5.9852	9.0438	1.7266
3999	50033495	9.4117	0	4.7185	4.6752	5.7845	6.2059	9.5347	1.9809
4000	50033491	9.1921	0	4.6052	4.5406	5.508	6.0443	9.1541	1.9286
4001	50369050	9.0512	2.3979	4.3944	4.3742	5.2033	5.5993	8.2654	1.4196
4002	50033499	9.3585	0	4.92	4.7875	5.8527	6.6789	10.328	2.5926
4003	50033501	9.2243	0	4.3694	4.5353	5.4956	5.8264	8.8983	1.7563
4004	50033500	9.2375	0	4.6634	4.5669	5.4541	5.9952	9.113	1.7234
4005	50033504	9.0439	0	4.2905	4.4338	5.1807	5.6992	8.5804	1.7093
4006	50033505	9.3223	2.3979	4.9273	4.5617	5.7477	6.3706	9.4183	1.8661
4007	10404	9.5434	2.3979	5.3033	4.5406	6.3481	6.9987	9.1845	1.5967
4008	50033507	9.2489	0	4.6444	4.5875	5.5372	6.1039	9.2719	1.9547
4009	50033508	9.1216	0	4.3438	4.5026	5.2612	5.7823	8.7077	1.7379
4010	50033509	9.0659	0	4.4188	4.4158	5.2835	5.7059	8.6335	1.6741
4011	50033511	9.2086	0	4.625	4.5565	5.583	6.0881	9.245	1.9285
4012	50033512	9.2343	0	4.6347	4.5721	5.5242	6.1145	9.2456	1.9284
4013	50033513	9.0785	0	4.3175	4.4688	5.2971	5.7434	8.6978	1.7289
4014	50033496	9.2472	0	4.6444	4.5875	5.535	6.1064	9.2637	1.9465
4015	50033510	9.2427	0	4.6347	4.5875	5.5519	6.117	9.2374	1.9201
4016	50033515	9.2861	0	4.7362	4.6077	5.4711	6.0343	9.3509	1.7103
4017	50033514	9.3575	0	4.8903	4.7958	5.7221	6.5838	10.3488	2.5623
4018	50033516	9.2361	0	4.5951	4.5565	5.4836	5.9336	9.0436	1.8036
4019	50033518	8.9978	0	4.1897	4.3914	5.1033	5.298	8.4757	1.6503
4020	50033519	9.1742	0	4.5951	4.5245	5.4923	6.0582	9.1149	1.8894
4021	50033517	9.0659	0	4.4188	4.4158	5.2835	5.7059	8.6335	1.6741
4022	50033523	9.3106	0	4.6913	4.6468	5.7109	6.176	9.4387	1.9577
4023	50033520	9.1943	0	4.5109	4.546	5.4369	5.9013	8.9693	1.8124
4024	50033524	9.2371	0	4.4886	4.546	5.4059	5.8819	8.8895	1.7326
4025	50033525	8.9861	0	4.2195	4.0604	5.0499	4.9558	7.2998	0.7925
4026	50033526	9.2361	0	4.5951	4.546	5.4369	5.9013	8.9696	1.7296
4027	50033522	9.3476	2.3979	4.7095	4.805	6.2273	6.4504	10.3081	2.6757
4028	50033521	9.1765	0	4.5951	4.5245	5.4946	6.0556	9.1244	1.899
4029	50033527	9.2427	0	4.6347	4.5875	5.5519	6.117	9.2374	1.9201
4030	50033529	8.9828	0	4.2341	4.3789	5.142	5.6044	8.4475	1.6836
4031	50026220	6.9127	0	0	1.6094	0	0	3.3673	0
4032	50055176	7.174	0	0	1.9459	0	0	3.8286	0
4033	50055189	8.3694	0	1.9459	3.8122	4.8875	0	6.4922	1.3161
4034	50079862	9.3296	0	5.2575	4.723	6.8077	7.7782	10.3158	2.763
4035	50079863	9.3114	0	5.204	4.714	6.7988	7.7454	10.212	2.7584
4036	50199522	9.2839	0	4.5218	4.3307	5.7746	6.1137	8.0805	1.319
4037	50079864	9.3623	0	5.3033	4.7406	6.8203	7.7964	10.3158	2.763
4038	50079866	9.3647	0	5.2832	4.7536	6.8775	7.8862	10.3134	2.7507
4039	50079865	9.2785	0	5.0938	4.6868	6.7768	7.6917	10.0962	2.7522
4040	50079867	9.3571	0	5.1818	4.7471	6.8536	7.853	10.2119	2.756
4041	50079865	9.2785	0	5.0938	4.6868	6.7768	7.6917	10.0962	2.7522
4042	50079868	9.4823	0	5.5568	4.9576	6.9923	8.1389	11.8638	3.7465
4043	50079870	9.4401	0	5.3936	4.7664	6.8413	7.8449	10.4098	2.7663
4044	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
4045	50079869	9.3876	0	5.2883	4.7728	6.874	7.8989	10.3247	2.762
4046	50079872	9.3296	0	5.2575	4.7318	6.8165	7.81	10.4097	2.857
4047	50079871	9.3335	0	5.1818	4.7274	6.8572	7.8396	10.2007	2.7448
4048	50079873	9.3436	0	5.3083	4.7318	6.8143	7.7909	10.4098	2.7663
4049	50079863	9.3114	0	5.204	4.714	6.7988	7.7454	10.212	2.7584
4050	50079863	9.3114	0	5.204	4.714	6.7988	7.7454	10.212	2.7584
4051	50079866	9.3647	0	5.2832	4.7536	6.8775	7.8862	10.3134	2.7507
4052	50079865	9.2785	0	5.0938	4.6868	6.7768	7.6917	10.0962	2.7522
4053	50079866	9.3647	0	5.2832	4.7536	6.8775	7.8862	10.3134	2.7507
4054	50074263	8.9161	0	4.2047	4.4773	6.0213	6.7205	8.8961	2.1439
4055	50074264	8.8936	0	3.9703	4.6323	5.9361	6.5091	9.7783	2.8897
4056	50074265	8.7424	0	3.9703	4.3694	5.8267	6.5345	8.7596	2.1652
4057	50369835	9.0959	0	4.4659	4.7073	6.0287	6.7048	10.4156	2.934
4058	50369838	9.3173	0	4.6347	4.8462	6.2371	6.9913	10.8373	3.0798
4059	50369839	9.3483	2.3979	4.8442	4.8617	6.395	7.2757	11.2435	3.1277
4060	50102729	9.2283	0	4.5951	4.7854	6.1694	6.8308	10.4806	2.8817
4061	50369837	9.3844	0	5.0499	4.8656	6.4714	7.3009	11.4793	3.2452
4062	50369842	9.3909	0	5.0499	4.8733	6.436	7.362	11.5555	3.2436
4063	50369843	9.0817	2.3979	4.4188	4.6763	5.9125	6.328	10.0321	2.6606
4064	50102735	8.8031	0	4.0775	4.3438	4.9182	5.4004	8.65	1.8815
4065	50369844	9.1781	0	4.5109	4.76	6.105	6.7773	10.5903	3.0091
4066	50369845	9.1729	0	4.5747	4.76	6.0792	6.8069	10.44	2.9187
4067	50102737	9.4302	0	5.037	5.0483	6.9138	7.8362	11.904	3.7882
4068	50369840	9.0959	0	4.4659	4.7073	6.0287	6.7048	10.4156	2.934
4069	50369849	9.2435	0	4.654	4.8223	6.2854	7.0627	10.895	3.1388
4070	50369850	8.7247	0	4.0073	4.2836	4.8675	5.3375	8.5198	1.858
4071	50369851	9.1835	0	4.5951	4.8223	6.3133	7.1748	10.8655	3.1932
4072	50369848	9.3844	0	5.0499	5.0554	7.1337	8.1096	12.5471	4.3131
4073	50102726	9.1864	0	4.5218	4.76	6.0987	6.7824	10.4486	2.9069
4074	50102743	9.2506	0	4.6444	4.7937	6.2087	6.8887	10.5116	2.8581
4075	50369853	9.0959	0	4.4659	4.7073	6.0287	6.7048	10.4156	2.934
4076	50369854	9.2174	0	4.5747	4.7854	6.16	6.8266	10.739	3.0667
4077	50369855	8.8469	0	4.1109	4.382	5.0669	5.4596	8.7654	1.8995
4078	50369856	9.1613	0	4.5539	4.7428	6.1245	6.8303	10.44	2.9187
4079	50369857	9.0959	0	4.4659	4.7073	6.0287	6.7048	10.4156	2.934
4080	50369858	9.5329	0	4.9053	4.9254	6.5346	7.3257	11.2194	3.1156
4081	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
4082	50369859	9.1613	0	4.5539	4.7428	6.1245	6.8303	10.44	2.9187
4083	50369860	9.152	0	4.5539	4.7471	6.0993	6.8715	10.5484	2.9672
4084	50102738	9.3881	2.3979	4.9127	4.8579	6.5484	7.3523	11.3977	3.2466
4085	50369862	9.1729	0	4.5747	4.76	6.0792	6.8069	10.44	2.9187
4086	50102754	9.1812	0	4.5433	4.76	6.1228	6.7813	10.4515	2.9098
4087	50074277	9.0959	0	4.4659	4.7073	6.0287	6.7048	10.4156	2.934
4088	50102757	9.2807	0	4.6821	4.8101	6.2536	6.9461	10.5198	2.8663
