No.	NAME	P_VSA_LogP_1	P_VSA_LogP_2	P_VSA_LogP_3	P_VSA_LogP_4	P_VSA_LogP_5	P_VSA_LogP_6	P_VSA_LogP_8	P_VSA_MR_1	P_VSA_MR_2	P_VSA_MR_3	P_VSA_MR_4	P_VSA_MR_5	P_VSA_MR_6	P_VSA_MR_7	P_VSA_MR_8	P_VSA_m_2	P_VSA_m_4	P_VSA_m_5	P_VSA_e_2	P_VSA_e_3	P_VSA_e_5	P_VSA_p_2	P_VSA_p_3	P_VSA_p_4	P_VSA_i_1	P_VSA_i_2	P_VSA_i_3	P_VSA_i_4	P_VSA_s_1	P_VSA_s_3	P_VSA_s_4	P_VSA_s_5	P_VSA_s_6	P_VSA_ppp_L	P_VSA_ppp_D	P_VSA_ppp_A	P_VSA_ppp_ar	P_VSA_ppp_con	P_VSA_ppp_hal	P_VSA_ppp_cyc	P_VSA_ppp_ter	P_VSA_charge_1	P_VSA_charge_2	P_VSA_charge_3	P_VSA_charge_4	P_VSA_charge_5	P_VSA_charge_6	P_VSA_charge_7	P_VSA_charge_8	P_VSA_charge_9	P_VSA_charge_10	P_VSA_charge_11	P_VSA_charge_12	P_VSA_charge_13	P_VSA_charge_14
990	226150	35.3008	25.1855	75.81	29.8496	15.7528	0	39.1486	282.5064	72.2293	0	0	60.4863	96.2674	39.1486	0	156.7538	39.1486	0	135.6187	21.1351	25.1449	46.28	174.7674	0	0	135.6187	393.8844	21.1351	0	24.5079	114.2351	18.0108	64.2936	161.6997	18.0108	28.2692	88.4385	118.2881	39.1486	114.2782	99.5944	21.1351	25.1449	0	0	0	121.8307	36.6834	217.4861	123.6533	0	0	0	4.7046	0
991	226151	35.3008	25.1855	75.81	29.8496	15.7528	0	39.1486	282.5064	72.2293	0	0	60.4863	96.2674	39.1486	0	156.7538	39.1486	0	135.6187	21.1351	25.1449	46.28	174.7674	0	0	135.6187	393.8844	21.1351	0	24.5079	114.2351	18.0108	64.2936	161.6997	18.0108	28.2692	88.4385	118.2881	39.1486	114.2782	99.5944	21.1351	25.1449	0	0	0	112.3545	46.1596	217.4861	123.6533	0	0	0	4.7046	0
992	8960	21.7661	16.4552	66.3337	30.2784	45.1677	0	0	294.2775	94.2291	0	0	19.5796	113.2769	0	0	132.8565	0	0	129.7321	3.1243	47.1447	50.269	129.7321	0	0	129.7321	388.5067	3.1243	0	41.6323	91.2242	0	47.1447	86.0286	0	50.269	86.3773	116.6557	0	106.4501	46.911	21.9998	28.2692	0	0	0	47.3812	39.6732	193.6289	174.7904	0	15.6203	0	0	0
993	10404	19.2794	9.2805	80.5883	0	41.9821	0	0	188.3376	69.0842	42.6833	0	12.4048	55.0899	18.9525	0	86.4472	0	0	83.3229	3.1243	64.6831	67.8074	83.3229	0	0	83.3229	300.1052	3.1243	0	26.1385	60.3087	0	64.6831	49.3452	42.6833	67.8074	35.8105	35.8105	0	78.1677	61.9628	67.8074	0	0	0	0	28.4287	23.5927	139.4136	116.823	0	10.4869	0	0	0
994	227560	17.6504	14.2538	47.3812	74.1933	34.2449	0	0	141.2532	114.432	20.7649	0	62.9636	67.1686	16.5635	0	130.1322	16.5635	0	99.0728	31.0594	41.0281	72.0875	99.0728	16.5635	16.5635	99.0728	276.4501	31.0594	16.5635	17.4394	65.0316	16.6017	72.0875	73.2863	0	72.0875	50.5668	50.5668	0	50.5668	68.973	0	20.7649	20.2632	31.0594	0	47.3812	23.3705	120.2456	143.4975	0	0	0	0	16.5635
995	227561	21.7661	5.0691	47.3812	74.1933	34.2449	0	0	164.7954	43.8054	20.7649	0	36.1284	88.9347	16.5635	0	125.0631	16.5635	0	94.0037	31.0594	41.0281	72.0875	94.0037	16.5635	16.5635	94.0037	229.3657	31.0594	16.5635	8.2546	69.1474	16.6017	72.0875	55.6359	0	72.0875	50.5668	50.5668	0	50.5668	73.0887	0	20.7649	20.2632	31.0594	0	47.3812	5.7201	71.3851	157.855	0	0	0	0	16.5635
996	227562	26.4756	14.2538	37.905	74.1933	37.4305	0	0	164.7954	114.432	20.7649	0	71.7888	60.8779	16.5635	0	132.6667	16.5635	0	101.6073	31.0594	41.0281	72.0875	101.6073	16.5635	16.5635	101.6073	299.9924	31.0594	16.5635	20.625	64.3806	16.6017	72.0875	75.8208	0	72.0875	44.2761	44.2761	0	44.2761	77.7982	0	20.7649	20.2632	31.0594	0	41.0906	32.1957	155.5589	131.7264	0	0	0	0	16.5635
997	227563	30.5913	5.0691	37.905	74.1933	37.4305	0	0	188.3376	43.8054	20.7649	0	44.9536	82.644	16.5635	0	127.5976	16.5635	0	96.5383	31.0594	41.0281	72.0875	96.5383	16.5635	16.5635	96.5383	252.9079	31.0594	16.5635	11.4402	68.4963	16.6017	72.0875	58.1704	0	72.0875	44.2761	44.2761	0	44.2761	81.9139	0	20.7649	20.2632	31.0594	0	41.0906	14.5453	106.6984	146.0839	0	0	0	0	16.5635
998	227564	28.5335	14.2538	37.905	74.1933	50.4882	0	0	164.7954	125.4319	20.7649	0	62.9636	73.8188	16.5635	0	136.7824	16.5635	0	105.723	31.0594	52.028	83.0874	105.723	16.5635	16.5635	105.723	310.9922	31.0594	16.5635	22.6828	66.4385	16.6017	83.0874	63.81	0	83.0874	46.334	46.334	0	46.334	79.856	10.9999	20.7649	20.2632	31.0594	0	18.9525	42.323	120.2456	177.9228	5.2434	0	0	0	16.5635
999	227565	32.6492	5.0691	37.905	74.1933	50.4882	0	0	188.3376	54.8053	20.7649	0	36.1284	95.5849	16.5635	0	131.7133	16.5635	0	100.654	31.0594	52.028	83.0874	100.654	16.5635	16.5635	100.654	263.9078	31.0594	16.5635	13.4981	70.5542	16.6017	83.0874	46.1596	0	83.0874	46.334	46.334	0	46.334	83.9717	10.9999	20.7649	20.2632	31.0594	0	18.9525	24.6726	71.3851	192.2802	5.2434	0	0	0	16.5635
1000	227566	26.4756	11.7193	47.3812	74.1933	34.2449	0	0	176.5665	102.6609	20.7649	0	69.2543	67.1686	16.5635	0	136.4228	16.5635	0	105.3635	31.0594	41.0281	72.0875	105.3635	16.5635	16.5635	105.3635	299.9924	31.0594	16.5635	14.9049	73.8569	16.6017	72.0875	79.577	0	72.0875	50.5668	50.5668	0	50.5668	77.7982	0	20.7649	20.2632	31.0594	0	56.2064	20.836	143.7878	143.4975	0	0	0	0	16.5635
1001	227567	30.5913	2.5345	47.3812	74.1933	34.2449	0	0	200.1087	32.0343	20.7649	0	42.4191	88.9347	16.5635	0	131.3538	16.5635	0	100.2944	31.0594	41.0281	72.0875	100.2944	16.5635	16.5635	100.2944	252.9079	31.0594	16.5635	5.7201	77.9726	16.6017	72.0875	61.9265	0	72.0875	50.5668	50.5668	0	50.5668	81.9139	0	20.7649	20.2632	31.0594	0	56.2064	3.1856	94.9273	157.855	0	0	0	0	16.5635
1002	10620	42.8395	5.23	37.905	25.1449	22.5532	6.7625	0	188.3376	106.7714	0	0	26.0047	78.2856	0	0	104.2904	0	0	98.0417	6.2486	36.1448	42.3934	98.0417	0	0	98.0417	295.1091	6.2486	0	17.2972	86.9932	0	36.1448	58.741	0	42.3934	46.334	46.334	0	46.334	67.9845	17.2485	0	25.1449	0	0	18.9525	56.5812	210.6108	58.8555	5.2434	0	0	0	6.7625
1003	234332	30.1625	13.825	47.3812	0	77.6543	23.5422	0	223.6509	91.084	0	0	16.9493	108.0742	0	0	125.0235	0	0	121.8992	3.1243	43.9996	47.1239	121.8992	0	0	121.8992	314.7349	3.1243	0	44.3554	80.668	0	43.9996	62.007	0	47.1239	77.9117	77.9117	0	114.3262	30.1625	43.9996	3.1243	0	0	0	9.4762	60.9272	108.0456	163.0193	23.5422	20.9737	6.6502	0	0
1004	234351	0	16.1874	47.3812	47.8603	30.3961	3.2575	0	176.5665	48.6871	0	0	37.0268	64.9001	18.0108	31.2777	119.9376	31.2777	0	110.1704	41.0449	25.1449	66.1898	110.1704	0	31.2777	78.8927	225.2537	41.0449	0	62.7892	53.6299	18.0108	41.9305	90.7502	18.0108	48.1791	90.5036	89.0755	0	149.1096	25.1449	18.0108	31.3936	16.7855	0	31.2777	47.3812	8.9057	103.95	111.2312	0.9296	0	1.8991	4.7046	0
1005	234352	0	18.7219	47.3812	47.8603	30.3961	3.2575	0	176.5665	72.2293	0	0	39.5613	64.9001	18.0108	31.2777	122.4722	31.2777	0	112.705	41.0449	25.1449	66.1898	112.705	0	31.2777	81.4273	248.7959	41.0449	0	65.3237	53.6299	18.0108	41.9305	93.2847	18.0108	48.1791	90.5036	89.0755	0	151.6442	25.1449	18.0108	48.1791	0	0	31.2777	47.3812	11.4402	153.1401	85.5833	0.9296	0	1.8991	4.7046	0
1006	234353	0	14.3495	0	22.7176	43.9961	1.3584	0	153.0243	0	0	0	51.9745	18.6761	0	31.2777	70.6505	31.2777	0	65.2329	36.6954	0	36.6954	65.2329	0	31.2777	33.9552	153.0243	36.6954	0	56.6143	11.7429	0	33.5711	47.787	0	36.6954	39.9368	53.1767	0	101.9282	0	3.1243	16.7855	16.7855	0	31.2777	0	13.3237	97.6329	60.9943	15.0286	0	0	0	0
1007	234354	0	16.8841	0	22.7176	43.9961	1.3584	0	153.0243	23.5422	0	0	54.509	18.6761	0	31.2777	73.1851	31.2777	0	67.7674	36.6954	0	36.6954	67.7674	0	31.2777	36.4897	176.5665	36.6954	0	59.1488	11.7429	0	33.5711	50.3215	0	36.6954	39.9368	53.1767	0	104.4628	0	3.1243	16.7855	16.7855	0	31.2777	0	15.8582	146.823	35.3464	15.0286	0	0	0	0
1008	234355	0	13.0631	47.3812	22.7176	50.306	1.3584	0	188.3376	23.5422	0	0	53.8123	69.2429	0	31.2777	123.0552	31.2777	0	114.5132	39.8197	0	39.8197	114.5132	0	31.2777	83.2355	211.8798	39.8197	0	58.5134	62.2485	0	33.5711	90.7502	0	39.8197	90.5036	103.7435	0	152.2272	0	3.1243	19.9098	16.7855	0	31.2777	47.3812	8.9057	103.95	119.8498	15.0286	0	0	0	0
1009	234356	0	15.5976	47.3812	22.7176	50.306	1.3584	0	188.3376	47.0844	0	0	56.3468	69.2429	0	31.2777	125.5897	31.2777	0	117.0477	39.8197	0	39.8197	117.0477	0	31.2777	85.77	235.422	39.8197	0	61.0479	62.2485	0	33.5711	93.2847	0	39.8197	90.5036	103.7435	0	154.7617	0	3.1243	19.9098	16.7855	0	31.2777	47.3812	11.4402	153.1401	94.2019	15.0286	0	0	0	0
1010	8960	21.7661	16.4552	66.3337	30.2784	45.1677	0	0	294.2775	94.2291	0	0	19.5796	113.2769	0	0	132.8565	0	0	129.7321	3.1243	47.1447	50.269	129.7321	0	0	129.7321	388.5067	3.1243	0	41.6323	91.2242	0	47.1447	86.0286	0	50.269	86.3773	116.6557	0	106.4501	46.911	21.9998	28.2692	0	0	0	47.3812	39.6732	193.6289	174.7904	0	15.6203	0	0	0
1011	231516	0	25.801	66.3337	59.6992	45.1677	23.5422	0	211.8798	142.9162	0	0	28.9253	95.7866	0	0	124.7119	0	0	118.4633	6.2486	72.2896	78.5383	118.4633	0	0	118.4633	354.7961	6.2486	0	52.1295	72.5824	0	72.2896	83.4941	0	78.5383	86.3773	146.0765	0	139.9657	50.2899	21.9998	56.5385	0	0	0	47.3812	33.9531	180.7779	88.7689	23.5422	10.4869	6.6502	9.4093	0
1012	231517	0	25.801	56.8575	59.6992	54.2887	38.5023	0	215.0688	142.9162	0	0	28.9253	95.4314	0	0	124.3567	0	0	118.108	6.2486	72.2896	78.5383	118.108	0	0	118.108	343.025	21.2087	0	61.2505	63.1061	0	87.2497	74.0178	0	78.5383	86.0221	145.7212	14.9601	139.6105	65.25	21.9998	56.5385	14.9601	0	0	28.4287	40.2437	183.9635	76.9978	32.6632	10.4869	6.6502	9.4093	0
1013	231518	0	25.801	56.8575	59.6992	54.2887	38.5023	0	215.0688	142.9162	0	0	28.9253	95.4314	0	0	124.3567	0	0	118.108	6.2486	72.2896	78.5383	118.108	0	0	118.108	343.025	21.2087	0	61.2505	63.1061	0	87.2497	74.0178	0	78.5383	86.0221	145.7212	14.9601	139.6105	65.25	21.9998	56.5385	14.9601	0	0	18.9525	52.9056	180.7779	76.9978	32.6632	10.4869	6.6502	9.4093	0
1014	231519	0	25.801	56.8575	59.6992	54.2887	38.5023	0	215.0688	142.9162	0	0	28.9253	95.4314	0	0	124.3567	0	0	118.108	6.2486	72.2896	78.5383	118.108	0	0	118.108	343.025	21.2087	0	61.2505	63.1061	0	87.2497	74.0178	0	78.5383	86.0221	145.7212	14.9601	139.6105	65.25	21.9998	56.5385	14.9601	0	0	18.9525	52.9056	180.7779	76.9978	32.6632	10.4869	6.6502	9.4093	0
1015	231520	0	27.9067	66.3337	29.8496	45.1677	23.5422	0	235.422	117.7713	0	0	31.031	91.082	0	0	122.1129	0	0	115.8643	6.2486	47.1447	53.3933	115.8643	0	0	115.8643	353.1934	6.2486	0	49.5306	72.5824	0	47.1447	83.4941	0	53.3933	86.3773	116.2269	0	137.3668	25.1449	25.1241	28.2692	0	0	0	47.3812	37.1386	186.0692	105.9399	23.5422	10.4869	6.6502	4.7046	0
1016	231521	0	27.9067	56.8575	29.8496	54.2887	38.5023	0	238.6111	117.7713	0	0	31.031	90.7267	0	0	121.7577	0	0	115.5091	6.2486	47.1447	53.3933	115.5091	0	0	115.5091	341.4223	21.2087	0	58.6516	63.1061	0	62.1048	74.0178	0	53.3933	86.0221	115.8717	14.9601	137.0116	40.105	25.1241	28.2692	14.9601	0	0	28.4287	43.4293	189.2548	94.1688	32.6632	10.4869	6.6502	4.7046	0
1017	231522	0	27.9067	56.8575	29.8496	54.2887	38.5023	0	238.6111	117.7713	0	0	31.031	90.7267	0	0	121.7577	0	0	115.5091	6.2486	47.1447	53.3933	115.5091	0	0	115.5091	341.4223	21.2087	0	58.6516	63.1061	0	62.1048	74.0178	0	53.3933	86.0221	115.8717	14.9601	137.0116	40.105	25.1241	28.2692	14.9601	0	0	18.9525	56.0911	186.0692	94.1688	32.6632	10.4869	6.6502	4.7046	0
1018	231523	0	27.9067	56.8575	29.8496	54.2887	38.5023	0	238.6111	117.7713	0	0	31.031	90.7267	0	0	121.7577	0	0	115.5091	6.2486	47.1447	53.3933	115.5091	0	0	115.5091	341.4223	21.2087	0	58.6516	63.1061	0	62.1048	74.0178	0	53.3933	86.0221	115.8717	14.9601	137.0116	40.105	25.1241	28.2692	14.9601	0	0	18.9525	56.0911	186.0692	94.1688	32.6632	10.4869	6.6502	4.7046	0
1019	231524	8.8252	25.801	66.3337	29.8496	45.1677	23.5422	0	223.6509	153.0846	0	0	37.7505	91.082	0	0	128.8324	0	0	122.5838	6.2486	47.1447	53.3933	122.5838	0	0	122.5838	376.7356	6.2486	0	47.4249	81.4076	0	47.1447	92.3193	0	53.3933	86.3773	116.2269	0	135.2611	33.9701	25.1241	28.2692	0	0	0	47.3812	45.9639	219.2768	94.1688	23.5422	10.4869	6.6502	4.7046	0
1020	231525	8.8252	25.801	56.8575	29.8496	54.2887	38.5023	0	226.8399	153.0846	0	0	37.7505	90.7267	0	0	128.4772	0	0	122.2286	6.2486	47.1447	53.3933	122.2286	0	0	122.2286	364.9645	21.2087	0	56.5459	71.9313	0	62.1048	82.843	0	53.3933	86.0221	115.8717	14.9601	134.9058	48.9302	25.1241	28.2692	14.9601	0	0	28.4287	52.2545	222.4624	82.3977	32.6632	10.4869	6.6502	4.7046	0
1021	231526	8.8252	25.801	56.8575	29.8496	54.2887	38.5023	0	226.8399	153.0846	0	0	37.7505	90.7267	0	0	128.4772	0	0	122.2286	6.2486	47.1447	53.3933	122.2286	0	0	122.2286	364.9645	21.2087	0	56.5459	71.9313	0	62.1048	82.843	0	53.3933	86.0221	115.8717	14.9601	134.9058	48.9302	25.1241	28.2692	14.9601	0	0	18.9525	64.9163	219.2768	82.3977	32.6632	10.4869	6.6502	4.7046	0
1022	231532	0	30.87	66.3337	29.8496	45.1677	23.5422	0	211.8798	164.8557	0	0	33.9943	91.082	0	0	125.0763	0	0	118.8277	6.2486	47.1447	53.3933	118.8277	0	0	118.8277	376.7356	6.2486	0	52.4939	72.5824	0	47.1447	88.5631	0	53.3933	86.3773	116.2269	0	140.3301	25.1449	25.1241	28.2692	0	0	0	47.3812	42.2077	231.0479	82.3977	23.5422	10.4869	6.6502	4.7046	0
1023	231533	0	30.87	56.8575	29.8496	54.2887	38.5023	0	215.0688	164.8557	0	0	33.9943	90.7267	0	0	124.7211	0	0	118.4724	6.2486	47.1447	53.3933	118.4724	0	0	118.4724	364.9645	21.2087	0	61.615	63.1061	0	62.1048	79.0869	0	53.3933	86.0221	115.8717	14.9601	139.9749	40.105	25.1241	28.2692	14.9601	0	0	28.4287	48.4984	234.2335	70.6266	32.6632	10.4869	6.6502	4.7046	0
1024	231534	0	30.87	56.8575	29.8496	54.2887	38.5023	0	215.0688	164.8557	0	0	33.9943	90.7267	0	0	124.7211	0	0	118.4724	6.2486	47.1447	53.3933	118.4724	0	0	118.4724	364.9645	21.2087	0	61.615	63.1061	0	62.1048	79.0869	0	53.3933	86.0221	115.8717	14.9601	139.9749	40.105	25.1241	28.2692	14.9601	0	0	18.9525	61.1602	231.0479	70.6266	32.6632	10.4869	6.6502	4.7046	0
1025	231535	0	30.87	56.8575	29.8496	54.2887	38.5023	0	215.0688	164.8557	0	0	33.9943	90.7267	0	0	124.7211	0	0	118.4724	6.2486	47.1447	53.3933	118.4724	0	0	118.4724	364.9645	21.2087	0	61.615	63.1061	0	62.1048	79.0869	0	53.3933	86.0221	115.8717	14.9601	139.9749	40.105	25.1241	28.2692	14.9601	0	0	18.9525	61.1602	231.0479	70.6266	32.6632	10.4869	6.6502	4.7046	0
1026	231536	0	30.87	56.8575	29.8496	48.6683	23.5422	39.1486	200.1087	164.8557	0	0	33.9943	85.1063	39.1486	0	119.1007	39.1486	0	112.852	6.2486	47.1447	53.3933	152.0007	0	0	112.852	404.1131	6.2486	0	55.9946	63.1061	0	86.2933	118.2355	0	53.3933	80.4017	110.2512	39.1486	134.3545	64.2936	25.1241	28.2692	0	0	0	67.5774	51.684	234.5485	70.6266	23.5422	10.4869	6.6502	4.7046	0
1027	231538	8.8252	30.87	56.8575	29.8496	48.3532	23.5422	0	235.422	164.8557	0	0	42.8195	84.7913	0	0	127.6108	0	0	121.3622	6.2486	47.1447	53.3933	121.3622	0	0	121.3622	400.2778	6.2486	0	55.6795	71.9313	0	47.1447	91.0976	0	53.3933	80.0866	109.9362	0	134.0395	33.9701	25.1241	28.2692	0	0	0	37.905	54.2185	266.3612	70.6266	23.5422	10.4869	6.6502	4.7046	0
1028	231540	0	30.87	47.3812	29.8496	63.4097	53.4624	0	218.2579	164.8557	0	0	33.9943	90.3715	0	0	124.3658	0	0	118.1172	6.2486	47.1447	53.3933	118.1172	0	0	118.1172	353.1934	36.1689	0	70.736	53.6299	0	77.0649	69.6106	0	53.3933	85.6669	115.5164	29.9202	139.6197	55.0652	25.1241	28.2692	29.9202	0	0	9.4762	57.9746	234.2335	58.8555	41.7842	10.4869	6.6502	4.7046	0
1029	231544	0	30.87	47.3812	58.4062	53.7863	23.5422	0	200.1087	164.8557	0	0	45.7985	68.9439	16.7855	0	131.5279	0	0	108.4938	23.0342	47.1447	70.1789	108.4938	0	0	108.4938	364.9645	23.0342	0	52.0651	62.6773	0	63.9302	66.425	0	70.1789	92.8289	122.6785	0	146.7818	25.1449	25.1241	45.0548	0	0	0	9.4762	57.9746	240.0953	73.3834	23.5422	10.4869	6.6502	4.7046	0
1030	231544	0	30.87	47.3812	58.4062	53.7863	23.5422	0	200.1087	164.8557	0	0	45.7985	68.9439	16.7855	0	131.5279	0	0	108.4938	23.0342	47.1447	70.1789	108.4938	0	0	108.4938	364.9645	23.0342	0	52.0651	62.6773	0	63.9302	66.425	0	70.1789	92.8289	122.6785	0	146.7818	25.1449	25.1241	45.0548	0	0	0	9.4762	57.9746	240.0953	73.3834	23.5422	10.4869	6.6502	4.7046	0
1031	231532	0	30.87	66.3337	29.8496	45.1677	23.5422	0	211.8798	164.8557	0	0	33.9943	91.082	0	0	125.0763	0	0	118.8277	6.2486	47.1447	53.3933	118.8277	0	0	118.8277	376.7356	6.2486	0	52.4939	72.5824	0	47.1447	88.5631	0	53.3933	86.3773	116.2269	0	140.3301	25.1449	25.1241	28.2692	0	0	0	47.3812	42.2077	231.0479	82.3977	23.5422	10.4869	6.6502	4.7046	0
1032	231544	0	30.87	47.3812	58.4062	53.7863	23.5422	0	200.1087	164.8557	0	0	45.7985	68.9439	16.7855	0	131.5279	0	0	108.4938	23.0342	47.1447	70.1789	108.4938	0	0	108.4938	364.9645	23.0342	0	52.0651	62.6773	0	63.9302	66.425	0	70.1789	92.8289	122.6785	0	146.7818	25.1449	25.1241	45.0548	0	0	0	9.4762	57.9746	240.0953	73.3834	23.5422	10.4869	6.6502	4.7046	0
1033	231551	0	25.801	47.3812	88.2558	53.7863	23.5422	0	200.1087	142.9162	0	0	40.7294	73.6485	16.7855	0	131.1635	0	0	108.1294	23.0342	72.2896	95.3238	108.1294	0	0	108.1294	343.025	23.0342	0	51.7007	62.6773	0	89.0752	61.356	0	95.3238	92.8289	152.5281	0	146.4174	50.2899	21.9998	73.324	0	0	0	9.4762	49.72	189.8254	79.7545	23.5422	10.4869	6.6502	9.4093	0
1034	231552	0	25.801	37.905	104.7963	53.7863	23.5422	0	188.3376	142.9162	0	0	40.7294	64.1723	33.326	0	138.2278	0	0	98.6531	39.5746	72.2896	111.8643	98.6531	0	0	98.6531	331.2539	39.5746	0	51.7007	53.201	0	105.6156	51.8797	0	111.8643	99.8932	159.5923	0	153.4816	50.2899	21.9998	56.5385	0	33.326	0	0	49.72	189.8254	67.9834	23.5422	10.4869	6.6502	9.4093	0
1035	231556	0	30.87	28.4287	58.2837	67.6925	26.299	0	176.5665	164.8557	0	0	59.7048	52.7481	16.663	0	129.1159	0	0	89.5413	39.5746	47.1447	86.7193	89.5413	0	0	89.5413	341.4223	39.5746	0	52.0651	43.7248	16.663	63.8077	47.4726	16.663	70.0563	90.4169	120.2665	0	144.3698	25.1449	25.1241	44.9322	0	16.663	0	0	48.4984	242.8521	47.0844	23.5422	10.4869	6.6502	4.7046	0
1036	232993	35.3008	36.5135	114.7621	96.6261	37.9681	52.1229	0	261.407	240.879	0	0	62.2343	109.9037	63.7736	0	224.7399	13.0708	0	216.3823	21.4284	123.7116	145.14	216.3823	0	13.0708	203.3115	500.3869	21.4284	13.0708	42.3726	125.6105	33.4356	147.0329	173.6812	16.405	128.735	74.3303	119.0294	0	128.1302	171.3338	38.21	0	90.525	16.405	23.3212	26.5068	82.6821	227.0006	144.1655	80.8172	0	8.5642	0	0
1037	10404	19.2794	9.2805	80.5883	0	41.9821	0	0	188.3376	69.0842	42.6833	0	12.4048	55.0899	18.9525	0	86.4472	0	0	83.3229	3.1243	64.6831	67.8074	83.3229	0	0	83.3229	300.1052	3.1243	0	26.1385	60.3087	0	64.6831	49.3452	42.6833	67.8074	35.8105	35.8105	0	78.1677	61.9628	67.8074	0	0	0	0	28.4287	23.5927	139.4136	116.823	0	10.4869	0	0	0
1038	8961	0	10.1381	70.8022	16.7855	13.4162	0	0	141.2532	0	0	0	15.039	79.3175	16.7855	0	111.142	0	0	61.4593	49.6827	0	49.6827	61.4593	0	0	61.4593	141.2532	49.6827	0	23.5543	37.905	0	49.6827	53.8017	32.8972	16.7855	68.1067	63.3896	0	78.2448	32.8972	32.8972	16.7855	0	0	0	28.4287	22.7999	102.2553	49.2285	0	0	0	0	0
1039	235648	21.7661	26.7924	73.9265	0	103.831	47.0844	0	258.9642	113.0837	0	0	62.8139	97.5028	0	0	160.3167	0	0	124.2952	36.0215	65.9993	102.0208	124.2952	0	0	124.2952	372.048	36.0215	0	64.6241	59.6711	36.0215	65.9993	49.3452	36.0215	65.9993	75.7367	75.7367	0	133.0367	21.7661	102.0208	0	0	0	0	0	53.5566	145.4646	139.4771	47.0844	20.9737	23.7873	0	0
1040	235649	21.7661	29.3269	73.9265	0	103.831	47.0844	0	282.5064	113.0837	0	0	65.3484	97.5028	0	0	162.8512	0	0	126.8297	36.0215	65.9993	102.0208	126.8297	0	0	126.8297	395.5902	36.0215	0	67.1586	59.6711	36.0215	65.9993	51.8797	36.0215	65.9993	75.7367	75.7367	0	133.0367	21.7661	102.0208	0	0	0	0	2.5345	53.5566	169.0068	139.4771	47.0844	20.9737	23.7873	0	0
1041	50292543	0	29.2744	127.9696	50.6681	29.344	0	0	200.1087	72.2293	42.6833	0	49.0617	99.5476	9.0474	0	157.6567	0	0	119.9812	37.6755	67.8283	105.5038	119.9812	0	0	119.9812	315.0214	37.6755	0	25.6476	97.458	17.8882	84.4913	99.912	60.5716	87.6156	94.843	150.403	0	107.2477	67.8283	42.6833	28.2692	17.8882	16.663	0	66.3337	32.4984	125.108	138.5295	0	0	0	4.7046	0
1042	240803	0	51.5234	75.81	73.027	47.9674	4.9009	0	211.8798	50.2899	10.9999	0	88.2188	103.7201	0	0	191.9389	0	0	119.222	72.7169	61.2897	134.0066	119.222	0	0	119.222	273.1696	72.7169	0	43.412	78.9343	52.807	78.0753	81.5685	52.807	81.1996	108.7684	153.0144	0	178.1177	50.2899	63.8069	53.4142	16.7855	0	0	28.4287	47.3812	58.7697	184.785	0	2.3279	4.7046	4.7046	0
1043	240808	0	54.0579	75.81	73.027	47.9674	4.9009	0	235.422	50.2899	10.9999	0	90.7533	103.7201	0	0	194.4734	0	0	121.7565	72.7169	61.2897	134.0066	121.7565	0	0	121.7565	296.7118	72.7169	0	45.9466	78.9343	52.807	78.0753	84.1031	52.807	81.1996	108.7684	153.0144	0	178.1177	50.2899	63.8069	53.4142	16.7855	0	0	28.4287	47.3812	110.4943	159.1371	0	2.3279	4.7046	4.7046	0
1044	240833	24.8408	27.1955	99.9543	59.2514	18.4929	18.5336	0	200.1087	127.0346	13.8433	0	44.8459	106.7322	14.6681	32.2195	151.5781	46.8876	0	165.7869	18.0108	70.2513	88.262	165.7869	14.6681	46.8876	133.5673	340.9866	18.0108	14.6681	55.6599	110.127	18.0108	70.2513	138.3418	18.0108	70.2513	92.7793	92.7793	0	92.7793	70.2489	24.8431	38.274	25.1449	0	32.2195	47.3812	62.7458	113.433	173.9802	0	0	0	0	21.4306
1045	240834	23.3205	27.1955	118.9068	59.2514	19.699	18.5336	50.7469	188.3376	127.0346	64.5902	0	44.8459	100.7478	39.2907	0	170.2163	14.6681	0	146.5355	23.6808	120.9982	144.679	146.5355	14.6681	14.6681	146.5355	379.9625	23.6808	14.6681	24.6463	127.5592	18.0108	120.9982	125.0747	18.0108	126.6683	93.9853	112.9378	0	93.9853	113.8055	24.8431	38.274	25.1449	0	50.7469	66.3337	55.5554	76.5689	203.1925	2.7567	0	0	0	21.4306
1046	240835	26.4756	27.1955	71.5256	59.2514	30.6296	18.5336	117.4459	164.7954	127.0346	13.8433	0	53.6711	83.2497	132.114	0	136.9208	132.114	0	118.9101	18.0108	70.2513	88.262	236.356	14.6681	14.6681	118.9101	423.1193	18.0108	14.6681	35.577	83.3331	18.0108	187.6972	207.1502	18.0108	70.2513	76.4872	76.4872	117.4459	76.4872	189.3297	24.8431	38.274	25.1449	0	0	136.3984	67.5662	122.3841	138.6669	0	0	0	0	21.4306
1047	240837	17.6504	29.3012	128.3831	59.2514	22.517	18.5336	0	223.6509	127.0346	13.8433	0	46.9516	131.9946	14.6681	0	178.9462	14.6681	0	160.9354	18.0108	70.2513	88.262	160.9354	14.6681	14.6681	160.9354	364.5288	18.0108	14.6681	29.5701	131.3654	18.0108	70.2513	142.8825	18.0108	70.2513	125.232	120.0861	0	125.232	63.0586	42.8539	20.2632	25.1449	0	0	113.715	25.9819	75.9179	232.8357	0	0	0	0	21.4306
