No.	NAME	Eta_alpha_A	Eta_epsi_A	Eta_betaS_A	Eta_beta_A	Eta_C_A	Eta_F	Eta_F_A	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_4	Eta_epsi_5	Eta_D_epsiB	Eta_D_epsiD	Eta_D_psiA	Eta_D_psiB	Eta_D_beta	Eta_D_beta_A
5756	50234767	0.4805	0.585	0.6638	1.4569	0.8128	30.4985	1.0517	0.2698	0.6203	0.0214	0.0287	0.3947	0	0	0.0195	0.7816	0.5149	0.7505	0.0702	0.0311	0.0993	0	3.75	0.1293
5757	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
5758	50234773	0.5089	0.5946	0.6583	1.425	0.9364	29.7057	0.9902	0.2552	0.7097	0.0237	0.1135	0.393	0	0.0089	0	0.7811	0.5221	0.751	0.0725	0.0301	0.0625	0	3.25	0.1083
5759	50234775	0.4844	0.5635	0.6417	1.4083	0.8739	31.0582	1.0353	0.2594	0.7265	0.0242	0.0619	0.4128	0	0	0.0156	0.7656	0.4967	0.7365	0.0668	0.0291	0.0812	0	3.75	0.125
5760	50234769	0.4796	0.5802	0.6532	1.4113	0.8639	33.3469	1.0757	0.2654	0.6885	0.0222	0.0605	0.4036	0	0	0.0204	0.7882	0.5102	0.7586	0.0701	0.0296	0.1055	0	3.25	0.1048
5761	50234770	0.4796	0.5802	0.6532	1.4113	0.8718	33.5639	1.0827	0.2659	0.6716	0.0217	0.0605	0.4036	0	0	0.0204	0.7882	0.5102	0.7586	0.0701	0.0296	0.1055	0	3.25	0.1048
5762	50234776	0.4719	0.6212	0.6563	1.4688	0.8169	36.9927	1.156	0.274	0.8158	0.0255	0.0706	0.4238	0	0	0.0281	0.8219	0.5386	0.7912	0.0826	0.0307	0.1399	0	5	0.1563
5763	50234777	0.5122	0.5807	0.6417	1.4083	0.9494	29.3162	0.9772	0.252	0.7097	0.0237	0.1128	0.3905	0	0.0122	0	0.7678	0.5064	0.7385	0.0743	0.0292	0.0469	0	3.75	0.125
5764	50234774	0.4773	0.6016	0.65	1.4167	0.8449	32.1521	1.0717	0.2649	0.7265	0.0242	0.0479	0.419	0	0	0.0227	0.8027	0.5218	0.7713	0.0798	0.0314	0.1194	0	3.5	0.1167
5765	50234772	0.4839	0.5713	0.6466	1.4397	0.8229	30.2033	1.0415	0.267	0.6203	0.0214	0.0285	0.3919	0	0	0.0161	0.7678	0.4995	0.7376	0.0718	0.0302	0.0838	0	4.25	0.1466
5766	50234768	0.4796	0.5802	0.6532	1.4113	0.8579	33.1798	1.0703	0.2654	0.6885	0.0222	0.0605	0.4036	0	0	0.0204	0.7882	0.5102	0.7586	0.0701	0.0296	0.1055	0	3.25	0.1048
5767	50234778	0.4988	0.6148	0.6532	1.3952	0.9482	32.305	1.0421	0.2554	0.799	0.0258	0.1183	0.4204	0	0	0.0012	0.8077	0.5314	0.7769	0.0833	0.0308	0.0965	0	2.75	0.0887
5768	50234771	0.4773	0.6016	0.65	1.4167	0.8497	32.3064	1.0769	0.2654	0.7097	0.0237	0.0479	0.419	0	0	0.0227	0.8027	0.5218	0.7713	0.0798	0.0314	0.1194	0	3.5	0.1167
5769	50237228	0.481	0.5333	0.631	1.1548	1.0118	38.0598	0.9062	0.2289	0.6867	0.0163	0.0413	0.2327	0	0	0.019	0.7833	0.4897	0.7833	0.0436	0	0.1	0	-4.5	-0.1071
5770	50237374	0.4825	0.5329	0.6188	1.1688	1.0033	35.6199	0.8905	0.226	0.6698	0.0167	0.0432	0.2487	0	0	0.0175	0.7775	0.4873	0.7775	0.0457	0	0.0934	0	-2.75	-0.0688
5771	50237225	0.4767	0.5443	0.6512	1.1744	1.0196	38.8374	0.9032	0.2259	0.6698	0.0156	0.0407	0.2293	0	0	0.0233	0.8	0.5067	0.8	0.0376	0	0.1181	0	-5.5	-0.1279
5772	50237223	0.4762	0.5482	0.6548	1.1905	0.9967	38.623	0.9196	0.2313	0.6698	0.0159	0.0417	0.235	0	0	0.0238	0.8024	0.5089	0.8024	0.0393	0	0.1205	0	-5	-0.119
5773	50252606	0.4816	0.5362	0.6034	1.1724	0.8792	23.1704	0.799	0.2264	0.4305	0.0148	0.0597	0.2076	0	0	0.0184	0.7805	0.4858	0.7644	0.0504	0.016	0.0969	0	-1	-0.0345
5774	50252519	0.4736	0.5327	0.6563	1.0104	0.979	15.1196	0.63	0.1861	0.5578	0.0232	0.1173	0.2903	0	0	0.0264	0.8139	0.509	0.7933	0.0237	0.0206	0.1321	0	-7.25	-0.3021
5775	50252575	0.4747	0.5497	0.6638	1.181	0.8892	22.1718	0.7645	0.2224	0.482	0.0166	0.0242	0.2397	0	0	0.0253	0.808	0.5135	0.7911	0.0362	0.0169	0.1265	0	-4.25	-0.1466
5776	50237543	0.4833	0.5261	0.6131	1.1369	1.0495	36.0497	0.8583	0.2152	0.6698	0.0159	0.0411	0.2365	0	0	0.0167	0.7738	0.4843	0.7738	0.0419	0	0.0894	0	-3.75	-0.0893
5777	50237222	0.4756	0.5524	0.6585	1.2073	0.9731	38.4044	0.9367	0.2369	0.6698	0.0163	0.0427	0.241	0	0	0.0244	0.8049	0.5112	0.8049	0.0412	0	0.1231	0	-4.5	-0.1098
5778	50237546	0.4822	0.524	0.6222	1.1111	1.078	38.6583	0.8591	0.2136	0.6867	0.0153	0.0384	0.2166	0	0	0.0178	0.7778	0.4853	0.7778	0.0386	0	0.094	0	-6	-0.1333
5779	50237544	0.4786	0.5407	0.6429	1.1786	1.0045	38.2956	0.9118	0.2295	0.6698	0.0159	0.0415	0.2338	0	0	0.0214	0.7929	0.499	0.7929	0.0417	0	0.1104	0	-4.5	-0.1071
5780	50237374	0.4825	0.5329	0.6188	1.1688	1.0033	35.6199	0.8905	0.226	0.6698	0.0167	0.0432	0.2487	0	0	0.0175	0.7775	0.4873	0.7775	0.0457	0	0.0934	0	-2.75	-0.0688
5781	50237222	0.4756	0.5524	0.6585	1.2073	0.9731	38.4044	0.9367	0.2369	0.6698	0.0163	0.0427	0.241	0	0	0.0244	0.8049	0.5112	0.8049	0.0412	0	0.1231	0	-4.5	-0.1098
5782	50237226	0.4829	0.5294	0.6159	1.1524	1.0268	35.8376	0.8741	0.2205	0.6698	0.0163	0.0421	0.2424	0	0	0.0171	0.7756	0.4857	0.7756	0.0437	0	0.0914	0	-3.25	-0.0793
5783	50237539	0.4795	0.5337	0.6364	1.1477	1.0494	38.7147	0.8799	0.219	0.6698	0.0152	0.0395	0.2227	0	0	0.0205	0.7886	0.4955	0.7886	0.0382	0	0.1059	0	-5.5	-0.125
5784	50237227	0.4773	0.5407	0.6477	1.1591	1.0419	39.0473	0.8874	0.2208	0.6698	0.0152	0.0397	0.2238	0	0	0.0227	0.7977	0.5047	0.7977	0.036	0	0.1157	0	-6	-0.1364
5785	50237538	0.4821	0.5367	0.6218	1.1859	0.9792	35.3972	0.9076	0.2318	0.6698	0.0172	0.0443	0.2553	0	0	0.0179	0.7795	0.4889	0.7795	0.0478	0	0.0956	0	-2.25	-0.0577
5786	50237221	0.4814	0.53	0.6279	1.1395	1.0345	38.2624	0.8898	0.2236	0.6867	0.016	0.0403	0.2271	0	0	0.0186	0.7814	0.4882	0.7814	0.0418	0	0.0979	0	-5	-0.1163
5787	50237545	0.478	0.5446	0.6463	1.1951	0.981	38.0798	0.9288	0.2351	0.6698	0.0163	0.0425	0.2398	0	0	0.022	0.7951	0.501	0.7951	0.0436	0	0.1128	0	-4	-0.0976
5788	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
5789	50237540	0.4818	0.5269	0.625	1.125	1.0566	38.4621	0.8741	0.2185	0.6867	0.0156	0.0393	0.2217	0	0	0.0182	0.7795	0.4867	0.7795	0.0402	0	0.0959	0	-5.5	-0.125
5790	50237226	0.4829	0.5294	0.6159	1.1524	1.0268	35.8376	0.8741	0.2205	0.6698	0.0163	0.0421	0.2424	0	0	0.0171	0.7756	0.4857	0.7756	0.0437	0	0.0914	0	-3.25	-0.0793
5791	50237543	0.4833	0.5261	0.6131	1.1369	1.0495	36.0497	0.8583	0.2152	0.6698	0.0159	0.0411	0.2365	0	0	0.0167	0.7738	0.4843	0.7738	0.0419	0	0.0894	0	-3.75	-0.0893
5792	50237225	0.4767	0.5443	0.6512	1.1744	1.0196	38.8374	0.9032	0.2259	0.6698	0.0156	0.0407	0.2293	0	0	0.0233	0.8	0.5067	0.8	0.0376	0	0.1181	0	-5.5	-0.1279
5793	50237542	0.4791	0.5371	0.6395	1.1628	1.0273	38.5073	0.8955	0.2241	0.6698	0.0156	0.0405	0.2282	0	0	0.0209	0.7907	0.4972	0.7907	0.0399	0	0.1081	0	-5	-0.1163
5794	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
5795	50237221	0.4814	0.53	0.6279	1.1395	1.0345	38.2624	0.8898	0.2236	0.6867	0.016	0.0403	0.2271	0	0	0.0186	0.7814	0.4882	0.7814	0.0418	0	0.0979	0	-5	-0.1163
5796	50237540	0.4818	0.5269	0.625	1.125	1.0566	38.4621	0.8741	0.2185	0.6867	0.0156	0.0393	0.2217	0	0	0.0182	0.7795	0.4867	0.7795	0.0402	0	0.0959	0	-5.5	-0.125
5797	50237545	0.478	0.5446	0.6463	1.1951	0.981	38.0798	0.9288	0.2351	0.6698	0.0163	0.0425	0.2398	0	0	0.022	0.7951	0.501	0.7951	0.0436	0	0.1128	0	-4	-0.0976
5798	50237538	0.4821	0.5367	0.6218	1.1859	0.9792	35.3972	0.9076	0.2318	0.6698	0.0172	0.0443	0.2553	0	0	0.0179	0.7795	0.4889	0.7795	0.0478	0	0.0956	0	-2.25	-0.0577
5799	50237228	0.481	0.5333	0.631	1.1548	1.0118	38.0598	0.9062	0.2289	0.6867	0.0163	0.0413	0.2327	0	0	0.019	0.7833	0.4897	0.7833	0.0436	0	0.1	0	-4.5	-0.1071
5800	50237546	0.4822	0.524	0.6222	1.1111	1.078	38.6583	0.8591	0.2136	0.6867	0.0153	0.0384	0.2166	0	0	0.0178	0.7778	0.4853	0.7778	0.0386	0	0.094	0	-6	-0.1333
5801	50237544	0.4786	0.5407	0.6429	1.1786	1.0045	38.2956	0.9118	0.2295	0.6698	0.0159	0.0415	0.2338	0	0	0.0214	0.7929	0.499	0.7929	0.0417	0	0.1104	0	-4.5	-0.1071
5802	50237542	0.4791	0.5371	0.6395	1.1628	1.0273	38.5073	0.8955	0.2241	0.6698	0.0156	0.0405	0.2282	0	0	0.0209	0.7907	0.4972	0.7907	0.0399	0	0.1081	0	-5	-0.1163
5803	50237223	0.4762	0.5482	0.6548	1.1905	0.9967	38.623	0.9196	0.2313	0.6698	0.0159	0.0417	0.235	0	0	0.0238	0.8024	0.5089	0.8024	0.0393	0	0.1205	0	-5	-0.119
5804	9006	0.4833	0.5348	0.625	1.2132	0.9601	28.0855	0.826	0.2206	0.5512	0.0162	0.0203	0.2738	0	0	0.0167	0.7696	0.4901	0.7315	0.0447	0.0381	0.086	0	-1.25	-0.0368
5805	50235809	0.4564	0.5912	0.6731	1.0577	0.9223	24.0504	0.925	0.2192	0.8291	0.0319	0.2528	0.3539	0	0	0.0436	0.8936	0.5616	0.8716	0.0296	0.022	0.2032	0	-7.5	-0.2885
5806	50235811	0.458	0.5827	0.6574	1.0278	0.9662	24.0941	0.8924	0.205	0.8291	0.0307	0.2426	0.3477	0	0	0.042	0.8864	0.5554	0.846	0.0274	0.0404	0.1973	0	-7.75	-0.287
5807	50245727	0.4778	0.5685	0.6417	1.3417	0.8125	28.1914	0.9397	0.2603	0.5468	0.0182	0.0349	0.307	0	0	0.0222	0.7922	0.508	0.7763	0.0605	0.0159	0.1109	0	1.75	0.0583
5808	8970	0.5009	0.514	0.6081	1.1757	1.1269	26.8392	0.7254	0.1869	0.5479	0.0148	0	0.2698	0	0.0009	0	0.7396	0.4768	0.7281	0.0372	0.0116	0.0368	0	-1.5	-0.0405
5809	50245716	0.4829	0.5355	0.641	1.2179	1.0751	35.3894	0.9074	0.2187	0.7433	0.0191	0.0442	0.3133	0	0	0.0171	0.7709	0.4954	0.748	0.0401	0.023	0.0876	0	-2.5	-0.0641
5810	50245728	0.4736	0.585	0.6221	1.2733	1.0002	47.2061	1.0978	0.2343	0.9944	0.0231	0.0818	0.3682	0	0	0.0264	0.8171	0.5269	0.773	0.0582	0.044	0.1343	0	1.25	0.0291
5811	50252540	0.4746	0.5284	0.619	1.0238	0.9141	12.9744	0.6178	0.1876	0.3621	0.0172	0.1338	0.2408	0	0	0.0254	0.8111	0.5025	0.7879	0.0259	0.0232	0.1289	0	-4.5	-0.2143
5812	50252566	0.4782	0.5172	0.6466	0.9397	1.0984	15.7169	0.542	0.1535	0.482	0.0166	0.024	0.238	0	0	0.0218	0.7943	0.4991	0.7778	0.0181	0.0165	0.112	0	-10.25	-0.3534
5813	50252606	0.4816	0.5362	0.6034	1.1724	0.8792	23.1704	0.799	0.2264	0.4305	0.0148	0.0597	0.2076	0	0	0.0184	0.7805	0.4858	0.7644	0.0504	0.016	0.0969	0	-1	-0.0345
5814	50252563	0.4778	0.521	0.625	0.9792	0.9827	13.2913	0.5538	0.1623	0.3623	0.0151	0.0291	0.2093	0	0	0.0222	0.7972	0.4989	0.7773	0.0221	0.0199	0.1147	0	-6.5	-0.2708
5815	50252607	0.4738	0.556	0.6696	1.2054	0.8575	21.9775	0.7849	0.2303	0.482	0.0172	0.0251	0.2487	0	0	0.0262	0.8119	0.5172	0.7943	0.0388	0.0177	0.1304	0	-3.75	-0.1339
5816	50252573	0.4795	0.5547	0.6154	1.25	0.7782	22.5365	0.8668	0.2525	0.4305	0.0166	0.0668	0.2326	0	0	0.0205	0.7897	0.4929	0.7716	0.0617	0.0181	0.1069	0	0.5	0.0192
5817	50005699	0.4746	0.5385	0.6429	1.0476	0.8794	12.8	0.6095	0.1855	0.3623	0.0173	0.0334	0.2408	0	0	0.0254	0.8111	0.5105	0.7879	0.0281	0.0232	0.1289	0	-5	-0.2381
5818	50252566	0.4782	0.5172	0.6466	0.9397	1.0984	15.7169	0.542	0.1535	0.482	0.0166	0.024	0.238	0	0	0.0218	0.7943	0.4991	0.7778	0.0181	0.0165	0.112	0	-10.25	-0.3534
5819	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
5820	50252554	0.4768	0.5261	0.6304	1	0.9499	13.138	0.5712	0.1693	0.3623	0.0158	0.0304	0.2188	0	0	0.0232	0.8014	0.5023	0.7806	0.0238	0.0209	0.1191	0	-6	-0.2609
5821	50252554	0.4768	0.5261	0.6304	1	0.9499	13.138	0.5712	0.1693	0.3623	0.0158	0.0304	0.2188	0	0	0.0232	0.8014	0.5023	0.7806	0.0238	0.0209	0.1191	0	-6	-0.2609
5822	50252575	0.4747	0.5497	0.6638	1.181	0.8892	22.1718	0.7645	0.2224	0.482	0.0166	0.0242	0.2397	0	0	0.0253	0.808	0.5135	0.7911	0.0362	0.0169	0.1265	0	-4.25	-0.1466
5823	50252520	0.4756	0.5304	0.6635	0.9904	1.0142	15.3401	0.59	0.1712	0.482	0.0185	0.027	0.2668	0	0	0.0244	0.8051	0.5085	0.7864	0.0219	0.0187	0.1232	0	-8.75	-0.3365
5824	50252526	0.4774	0.5444	0.6518	1.1696	0.8672	21.7351	0.7763	0.2295	0.4988	0.0178	0.0249	0.2469	0	0	0.0226	0.7976	0.5019	0.7805	0.0425	0.0172	0.1155	0	-3.75	-0.1339
5825	50252563	0.4778	0.521	0.625	0.9792	0.9827	13.2913	0.5538	0.1623	0.3623	0.0151	0.0291	0.2093	0	0	0.0222	0.7972	0.4989	0.7773	0.0221	0.0199	0.1147	0	-6.5	-0.2708
5826	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
5827	50235412	0.4676	0.6172	0.6357	1.35	0.9263	41.8572	1.1959	0.2584	0.8536	0.0244	0.1161	0.391	0	0	0.0324	0.8438	0.544	0.8144	0.0732	0.0294	0.1598	0	2.75	0.0786
5828	50235408	0.4723	0.6002	0.6288	1.2955	0.9525	36.5736	1.1083	0.2492	0.7643	0.0232	0.0975	0.385	0	0	0.0277	0.8277	0.5291	0.7976	0.0711	0.0302	0.1434	0	1.25	0.0379
5829	50235416	0.4745	0.5817	0.6324	1.2941	0.9745	37.9575	1.1164	0.2501	0.7263	0.0214	0.1074	0.3719	0	0	0.0255	0.8137	0.5183	0.7852	0.0634	0.0285	0.1309	0	1	0.0294
5830	50235417	0.4853	0.5929	0.6288	1.2955	0.9961	35.7308	1.0828	0.2457	0.7474	0.0226	0.1216	0.3747	0	0	0.0147	0.8147	0.5235	0.7853	0.0694	0.0294	0.1184	0	1.25	0.0379
5831	50235422	0.504	0.5822	0.6212	1.2879	1.0618	33.5612	1.017	0.2375	0.7474	0.0226	0.1543	0.3607	0	0.004	0	0.796	0.5154	0.7676	0.0668	0.0283	0.0808	0	1.5	0.0455
5832	50235423	0.4676	0.6172	0.6357	1.35	0.9314	42.2791	1.208	0.2584	0.8536	0.0244	0.1161	0.391	0	0	0.0324	0.8438	0.544	0.8144	0.0732	0.0294	0.1598	0	2.75	0.0786
5833	50235411	0.492	0.6116	0.6324	1.2794	1.0457	36.6823	1.0789	0.2406	0.8536	0.0251	0.1591	0.3886	0	0	0.008	0.8315	0.5378	0.802	0.0738	0.0295	0.1223	0	0.5	0.0147
5834	50235409	0.4853	0.5929	0.6288	1.2955	0.9815	35.6161	1.0793	0.2452	0.7643	0.0232	0.1216	0.3747	0	0	0.0147	0.8147	0.5235	0.7853	0.0694	0.0294	0.1184	0	1.25	0.0379
5835	50235421	0.504	0.5822	0.6212	1.2879	1.0365	33.8014	1.0243	0.237	0.7643	0.0232	0.1543	0.3607	0	0.004	0	0.796	0.5154	0.7676	0.0668	0.0283	0.0808	0	1.5	0.0455
5836	50235413	0.4723	0.6002	0.6288	1.2955	0.9563	36.7045	1.1123	0.2492	0.7643	0.0232	0.0975	0.385	0	0	0.0277	0.8277	0.5291	0.7976	0.0711	0.0302	0.1434	0	1.25	0.0379
5837	50235414	0.4853	0.5929	0.6288	1.2955	0.9877	35.6677	1.0808	0.2452	0.7643	0.0232	0.1216	0.3747	0	0	0.0147	0.8147	0.5235	0.7853	0.0694	0.0294	0.1184	0	1.25	0.0379
5838	50235419	0.504	0.5822	0.6212	1.2879	1.0472	33.7036	1.0213	0.237	0.7643	0.0232	0.1543	0.3607	0	0.004	0	0.796	0.5154	0.7676	0.0668	0.0283	0.0808	0	1.5	0.0455
5839	50235420	0.4745	0.5817	0.6324	1.2941	0.9682	37.7709	1.1109	0.2501	0.7263	0.0214	0.1074	0.3719	0	0	0.0255	0.8137	0.5183	0.7852	0.0634	0.0285	0.1309	0	1	0.0294
5840	50235415	0.4788	0.5672	0.6212	1.2879	0.9851	35.4992	1.0757	0.2442	0.7643	0.0232	0.1097	0.3797	0	0	0.0212	0.7939	0.5063	0.7657	0.0609	0.0282	0.1109	0	1.5	0.0455
5841	50235410	0.4781	0.5741	0.625	1.3125	0.935	34.6255	1.082	0.2506	0.6581	0.0206	0.0806	0.3595	0	0	0.0219	0.7969	0.5092	0.7676	0.0649	0.0292	0.114	0	2	0.0625
5842	50235418	0.4723	0.6002	0.6288	1.2955	0.9614	36.8766	1.1175	0.2496	0.7474	0.0226	0.0975	0.385	0	0	0.0277	0.8277	0.5291	0.7976	0.0711	0.0302	0.1434	0	1.25	0.0379
5843	50458107	0.4737	0.591	0.6513	1.3487	0.8781	41.2876	1.0865	0.2595	0.8663	0.0228	0.0556	0.3611	0	0	0.0263	0.8132	0.5241	0.7535	0.0669	0.0597	0.1315	0	1.75	0.0461
5844	50458108	0.4841	0.5872	0.6474	1.3269	0.9271	39.9201	1.0236	0.2482	0.8663	0.0222	0.0731	0.3443	0	0	0.0159	0.8082	0.5227	0.7609	0.0645	0.0473	0.115	0	1.25	0.0321
5845	50458109	0.4837	0.5942	0.6513	1.3487	0.901	39.7421	1.0458	0.2547	0.8663	0.0228	0.0751	0.3536	0	0	0.0163	0.811	0.5258	0.7624	0.0684	0.0487	0.1176	0	1.75	0.0461
5846	50240676	0.5069	0.6441	0.625	1.2708	0.8174	21.4182	0.8924	0.2499	0.627	0.0261	0.1644	0.3699	0	0.0069	0	0.8306	0.5497	0.8306	0.0945	0	0.1036	0	0.5	0.0208
5847	50240677	0.4681	0.635	0.6354	1.2813	0.7371	23.7737	0.9906	0.2672	0.6101	0.0254	0.095	0.4006	0	0	0.0319	0.8444	0.5465	0.8026	0.0885	0.0419	0.1597	0	0.25	0.0104
5848	50244287	0.4796	0.5248	0.6389	1.0833	1.1173	30.0477	0.8347	0.1964	0.6359	0.0177	0.1062	0.2722	0	0	0.0204	0.787	0.4948	0.787	0.03	0	0.1046	0	-7	-0.1944
5849	50244245	0.4807	0.5183	0.6316	1.0526	1.1659	30.523	0.8032	0.1861	0.6359	0.0167	0.1004	0.2573	0	0	0.0193	0.7825	0.491	0.7825	0.0273	0	0.0997	0	-8	-0.2105
5850	50244245	0.4807	0.5183	0.6316	1.0526	1.1659	30.523	0.8032	0.1861	0.6359	0.0167	0.1004	0.2573	0	0	0.0193	0.7825	0.491	0.7825	0.0273	0	0.0997	0	-8	-0.2105
5851	50244287	0.4796	0.5248	0.6389	1.0833	1.1173	30.0477	0.8347	0.1964	0.6359	0.0177	0.1062	0.2722	0	0	0.0204	0.787	0.4948	0.787	0.03	0	0.1046	0	-7	-0.1944
5852	50254287	0.4773	0.591	0.6176	1.0294	0.6697	10.9833	0.6461	0.2223	0.794	0.0467	0.1027	0.2342	0	0	0.0227	0.8992	0.5484	0.8361	0.0426	0.0631	0.1832	0	-3.5	-0.2059
5853	50254288	0.4871	0.5546	0.5882	1	0.7341	9.8885	0.5817	0.193	0.794	0.0467	0.1006	0.2294	0	0	0.0129	0.8541	0.519	0.7957	0.0355	0.0583	0.1436	0	-3	-0.1765
5854	50254293	0.4844	0.574	0.5714	1.0714	0.5817	9.5282	0.6806	0.2399	0.8698	0.0621	0.2704	0.2802	0	0	0.0156	0.8871	0.5283	0.8137	0.0457	0.0734	0.168	0	-1	-0.0714
5855	50242290	0.4736	0.5598	0.6121	1.1638	0.9026	25.4001	0.8759	0.2344	0.588	0.0203	0.1214	0.284	0	0	0.0264	0.8195	0.5152	0.8195	0.0445	0	0.1362	0	-1.75	-0.0603
5856	50242289	0.4736	0.5598	0.6034	1.1552	0.9252	25.2204	0.8697	0.2274	0.7321	0.0252	0.1456	0.3204	0	0	0.0264	0.8195	0.5152	0.8022	0.0445	0.0173	0.1362	0	-1.5	-0.0517
5857	50242288	0.4726	0.5667	0.6071	1.1786	0.8748	24.5642	0.8773	0.234	0.626	0.0224	0.1134	0.2947	0	0	0.0274	0.8238	0.5189	0.8057	0.0478	0.0181	0.1403	0	-1	-0.0357
5858	50242291	0.4744	0.5536	0.6	1.1333	0.985	26.0286	0.8676	0.2186	0.6984	0.0233	0.1405	0.3091	0	0	0.0256	0.8156	0.5119	0.7989	0.0417	0.0166	0.1323	0	-2	-0.0667
5859	50242281	0.4753	0.5479	0.5968	1.1129	1.0325	26.6612	0.86	0.2129	0.8046	0.026	0.1697	0.3326	0	0	0.0247	0.8118	0.5088	0.7958	0.0391	0.016	0.1286	0	-2.5	-0.0806
5860	50242275	0.48	0.5333	0.5917	1.1083	1.0245	24.5761	0.8192	0.2115	0.7153	0.0238	0.1505	0.3056	0	0	0.02	0.79	0.496	0.79	0.0373	0	0.1064	0	-2.25	-0.075
5861	50242292	0.476	0.5428	0.6016	1.1016	1.0557	27.4709	0.8585	0.2139	0.7666	0.024	0.1751	0.3217	0	0	0.024	0.8083	0.5059	0.8083	0.0369	0	0.1251	0	-3.25	-0.1016
5862	50242293	0.4753	0.5479	0.6048	1.121	1.0093	26.8429	0.8659	0.2194	0.6604	0.0213	0.1471	0.2986	0	0	0.0247	0.8118	0.5088	0.8118	0.0391	0	0.1286	0	-2.75	-0.0887
5863	50242294	0.4786	0.5439	0.5982	1.1518	0.946	23.8351	0.8513	0.2251	0.6091	0.0218	0.1244	0.291	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-1.25	-0.0446
5864	50242295	0.4744	0.5536	0.6083	1.1417	0.981	26.7191	0.8906	0.2268	0.6604	0.022	0.1522	0.3091	0	0	0.0256	0.8156	0.5119	0.8156	0.0417	0	0.1323	0	-2.25	-0.075
5865	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
5866	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
5867	50242282	0.4753	0.5479	0.5968	1.1129	1.0297	26.6458	0.8595	0.2129	0.8046	0.026	0.1697	0.3326	0	0	0.0247	0.8118	0.5088	0.7958	0.0391	0.016	0.1286	0	-2.5	-0.0806
5868	50242277	0.4725	0.5512	0.6103	1.0809	1.0708	29.8017	0.8765	0.2142	0.7666	0.0225	0.166	0.305	0	0	0.0275	0.8245	0.5149	0.8245	0.0363	0	0.1409	0	-4.75	-0.1397
5869	50242296	0.4793	0.5383	0.5948	1.1293	0.9705	23.8448	0.8222	0.2174	0.6091	0.021	0.1199	0.2806	0	0	0.0207	0.7931	0.4986	0.7931	0.0397	0	0.1097	0	-1.75	-0.0603
5870	10404	0.4714	0.5643	0.6667	1.0476	0.9878	15.0206	0.7153	0.1976	0.621	0.0296	0.1347	0.3434	0.0505	0	0.0286	0.8286	0.522	0.8045	0.0423	0.024	0.145	0	-6	-0.2857
5871	50242315	0.475	0.5412	0.6875	0.7292	1.53	9.014	0.3756	0.0748	1.1387	0.0474	0.1754	0.4737	0.1316	0	0.025	0.8125	0.5321	0.7556	0.0091	0.0569	0.1294	0	-15.5	-0.6458
5872	50242316	0.4812	0.5227	0.6848	0.7283	1.5411	7.1478	0.3108	0.0623	1.1209	0.0487	0.1506	0.3524	0.1807	0	0.0188	0.7841	0.5141	0.7453	0.0086	0.0387	0.1003	0	-14.75	-0.6413
5873	50242317	0.4827	0.5057	0.66	0.7	1.5818	7.4944	0.2998	0.0675	0.9177	0.0367	0.1105	0.2818	0.1243	0	0.0173	0.7773	0.4989	0.759	0.0069	0.0184	0.0931	0	-15.5	-0.62
5874	50242318	0.475	0.551	0.6875	0.7917	1.4531	10.6208	0.4425	0.0921	1.1655	0.0486	0.1754	0.4737	0.1316	0	0.025	0.8125	0.5412	0.7731	0.0098	0.0394	0.1294	0	-14	-0.5833
5875	50242320	0.4769	0.522	0.6346	0.7308	1.5339	11.4464	0.4402	0.0871	0.9724	0.0374	0.1613	0.2742	0.121	0	0.0231	0.8038	0.5148	0.7679	0.0073	0.036	0.1207	0	-14	-0.5385
