No.	NAME	Eta_alpha_A	Eta_epsi_A	Eta_betaS_A	Eta_beta_A	Eta_C_A	Eta_F	Eta_F_A	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_4	Eta_epsi_5	Eta_D_epsiB	Eta_D_epsiD	Eta_D_psiA	Eta_D_psiB	Eta_D_beta	Eta_D_beta_A
1925	50062935	0.4816	0.5144	0.6121	1.0603	0.9811	19.9016	0.6863	0.2055	0.3925	0.0135	0.0716	0.2076	0	0	0.0184	0.7805	0.481	0.7644	0.0334	0.016	0.0969	0	-4.75	-0.1638
1926	50062929	0.481	0.5183	0.6161	1.0804	0.951	19.7417	0.7051	0.2128	0.3925	0.014	0.0743	0.2153	0	0	0.019	0.7833	0.4829	0.7667	0.0354	0.0167	0.1	0	-4.25	-0.1518
1927	50062928	0.4802	0.5226	0.6204	1.1019	0.9197	19.575	0.725	0.2205	0.3925	0.0145	0.0771	0.2237	0	0	0.0198	0.7864	0.485	0.769	0.0376	0.0174	0.1033	0	-3.75	-0.1389
1928	50062927	0.4774	0.5246	0.621	1.0565	1.0194	22.6909	0.732	0.2084	0.4438	0.0143	0.1014	0.2297	0	0	0.0226	0.8	0.4914	0.7844	0.0333	0.0156	0.1172	0	-5.75	-0.1855
1929	50062924	0.4759	0.5333	0.6293	1.0948	0.962	22.3693	0.7714	0.2225	0.4438	0.0153	0.1087	0.2464	0	0	0.0241	0.8069	0.496	0.79	0.0373	0.0169	0.1243	0	-4.75	-0.1638
1930	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
1931	50065101	0.4964	0.6123	0.6034	1.3276	0.691	28.4015	0.9794	0.2718	1.1438	0.0394	0.0959	0.3057	0	0	0.0036	0.8278	0.5284	0.7937	0.0839	0.034	0.1143	0	3.5	0.1207
1932	50065102	0.4816	0.6211	0.6034	1.3276	0.6674	29.2561	1.0088	0.2769	1.127	0.0389	0.0682	0.315	0	0	0.0184	0.8425	0.5348	0.8075	0.0863	0.035	0.1424	0	3.5	0.1207
1933	50065095	0.4965	0.5617	0.5917	1.0917	0.9157	22.5981	0.7533	0.2046	1.1134	0.0371	0.1263	0.2551	0	0	0.0035	0.8235	0.5181	0.8066	0.0436	0.0169	0.1111	0	-2.75	-0.0917
1934	50065059	0.4964	0.5685	0.5948	1.1121	0.8848	22.4136	0.7729	0.2116	1.1134	0.0384	0.1307	0.264	0	0	0.0036	0.8278	0.5218	0.8102	0.0467	0.0176	0.1143	0	-2.25	-0.0776
1935	50065056	0.4963	0.576	0.5982	1.1339	0.8526	22.2228	0.7937	0.2192	1.1134	0.0398	0.1354	0.2735	0	0	0.0037	0.8323	0.5258	0.814	0.0502	0.0184	0.1178	0	-1.75	-0.0625
1936	50065055	0.4961	0.5844	0.6019	1.1574	0.819	22.026	0.8158	0.2273	1.1134	0.0412	0.1404	0.2837	0	0	0.0039	0.8372	0.5302	0.818	0.0542	0.0192	0.1214	0	-1.25	-0.0463
1937	50065103	0.496	0.5938	0.6058	1.1827	0.7838	21.8241	0.8394	0.2361	1.1134	0.0428	0.1459	0.2947	0	0	0.004	0.8425	0.5351	0.8224	0.0588	0.0201	0.1253	0	-0.75	-0.0288
1938	50065054	0.4822	0.5689	0.5917	1.0917	0.8906	23.5288	0.7843	0.2095	1.0966	0.0366	0.1004	0.2627	0	0	0.0178	0.8378	0.5241	0.8204	0.0448	0.0173	0.1384	0	-2.75	-0.0917
1939	50065053	0.4816	0.576	0.5948	1.1121	0.8593	23.3322	0.8046	0.2167	1.0966	0.0378	0.104	0.2721	0	0	0.0184	0.8425	0.528	0.8244	0.048	0.0181	0.1424	0	-2.25	-0.0776
1940	50065052	0.481	0.584	0.5982	1.1339	0.8267	23.1288	0.826	0.2244	1.0966	0.0392	0.1079	0.2822	0	0	0.019	0.8476	0.5323	0.8287	0.0516	0.0189	0.1466	0	-1.75	-0.0625
1941	50065051	0.4802	0.5928	0.6019	1.1574	0.7926	22.9191	0.8489	0.2327	1.0966	0.0406	0.112	0.2931	0	0	0.0198	0.8531	0.537	0.8333	0.0558	0.0198	0.151	0	-1.25	-0.0463
1942	50065104	0.4795	0.6028	0.6058	1.1827	0.7569	22.7039	0.8732	0.2417	1.0966	0.0422	0.1165	0.3048	0	0	0.0205	0.859	0.5422	0.8383	0.0606	0.0207	0.1558	0	-0.75	-0.0288
1943	50065050	0.489	0.5437	0.5862	1.1034	0.8706	21.893	0.7549	0.2091	1.0073	0.0347	0.0823	0.2327	0	0	0.011	0.8041	0.503	0.7873	0.0406	0.0168	0.1059	0	-2	-0.069
1944	50065049	0.4886	0.5495	0.5893	1.125	0.8383	21.694	0.7748	0.2166	1.0073	0.036	0.0853	0.2412	0	0	0.0114	0.8078	0.5061	0.7903	0.0434	0.0175	0.1092	0	-1.5	-0.0536
1945	50065048	0.4882	0.5559	0.5926	1.1481	0.8045	21.4867	0.7958	0.2246	1.0073	0.0373	0.0885	0.2504	0	0	0.0118	0.8118	0.5094	0.7935	0.0465	0.0183	0.1127	0	-1	-0.037
1946	50065047	0.4877	0.5631	0.5962	1.1731	0.7692	21.2712	0.8181	0.2333	1.0073	0.0387	0.092	0.2602	0	0	0.0123	0.8161	0.513	0.797	0.0501	0.0191	0.1164	0	-0.5	-0.0192
1947	50065105	0.4872	0.5712	0.6	1.2	0.7323	21.0478	0.8419	0.2426	1.0073	0.0403	0.0958	0.2709	0	0	0.0128	0.8208	0.517	0.8007	0.0542	0.02	0.1204	0	0	0
1948	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
1949	50080165	0.4851	0.5669	0.6081	1.2162	0.8454	34.1624	0.9233	0.2379	1.1017	0.0298	0.0186	0.2452	0	0	0.0149	0.8122	0.5083	0.7987	0.0587	0.0135	0.1168	0	0	0
1950	50080168	0.4847	0.5728	0.6111	1.2361	0.8132	33.7048	0.9362	0.2445	1.1017	0.0306	0.0191	0.2522	0	0	0.0153	0.8153	0.5108	0.8014	0.062	0.0139	0.1196	0	0.5	0.0139
1951	50080171	0.4847	0.5728	0.6111	1.2361	0.8181	33.8405	0.94	0.2443	1.1017	0.0306	0.0191	0.2522	0	0	0.0153	0.8153	0.5108	0.8014	0.062	0.0139	0.1196	0	0.5	0.0139
1952	50080204	0.4806	0.5858	0.6216	1.2297	0.8106	35.4498	0.9581	0.2514	1.1017	0.0298	0.0187	0.2475	0	0	0.0194	0.8329	0.5216	0.8189	0.0642	0.014	0.1371	0	-0.5	-0.0135
1953	50080205	0.48	0.5927	0.625	1.25	0.7829	35.1084	0.9752	0.2582	1.1017	0.0306	0.0193	0.2546	0	0	0.02	0.8366	0.5246	0.8221	0.0681	0.0145	0.1402	0	0	0
1954	50080232	0.4827	0.5649	0.6094	1.125	0.8739	26.295	0.8217	0.2146	1.0333	0.0323	0.0539	0.2525	0	0	0.0173	0.8298	0.5173	0.8137	0.0475	0.0161	0.1322	0	-3	-0.0938
1955	50080318	0.4768	0.5935	0.629	1.1613	0.8044	27.2631	0.8795	0.2374	1.0333	0.0333	0.0564	0.2639	0	0	0.0232	0.8587	0.5372	0.8412	0.0563	0.0175	0.1587	0	-3	-0.0968
1956	50080371	0.4775	0.5858	0.625	1.1406	0.8345	27.5589	0.8612	0.2301	1.0333	0.0323	0.0545	0.2552	0	0	0.0225	0.8537	0.5331	0.8369	0.0526	0.0168	0.1546	0	-3.5	-0.1094
1957	50080392	0.4822	0.5714	0.6129	1.1452	0.8445	26.0198	0.8393	0.2213	1.0333	0.0333	0.0558	0.2609	0	0	0.0178	0.8339	0.5207	0.8173	0.0507	0.0167	0.1358	0	-2.5	-0.0806
1958	50080393	0.4816	0.5785	0.6167	1.1667	0.8043	25.4979	0.8499	0.2308	1.0333	0.0344	0.0577	0.2699	0	0	0.0184	0.8384	0.5243	0.821	0.0542	0.0174	0.1396	0	-2	-0.0667
1959	50080401	0.4768	0.5935	0.629	1.1613	0.8005	27.1552	0.876	0.2394	1.0333	0.0333	0.0564	0.2639	0	0	0.0232	0.8587	0.5372	0.8412	0.0563	0.0175	0.1587	0	-3	-0.0968
1960	50080402	0.476	0.6021	0.6333	1.1833	0.7691	26.8542	0.8951	0.2472	1.0333	0.0344	0.0584	0.2731	0	0	0.024	0.864	0.5417	0.8458	0.0604	0.0182	0.163	0	-2.5	-0.0833
1961	50080156	0.4816	0.5785	0.6167	1.1667	0.8101	25.6267	0.8542	0.2306	1.0333	0.0344	0.0577	0.2699	0	0	0.0184	0.8384	0.5243	0.821	0.0542	0.0174	0.1396	0	-2	-0.0667
1962	50080158	0.4822	0.5714	0.6129	1.1452	0.8408	25.9063	0.8357	0.2233	1.0333	0.0333	0.0558	0.2609	0	0	0.0178	0.8339	0.5207	0.8173	0.0507	0.0167	0.1358	0	-2.5	-0.0806
1963	50080159	0.481	0.5864	0.6121	1.181	0.7867	24.7933	0.8549	0.2301	1.0713	0.0369	0.0478	0.2796	0	0	0.019	0.8432	0.5283	0.8081	0.0581	0.035	0.1436	0	-1.25	-0.0431
1964	50080161	0.4752	0.6117	0.6293	1.1983	0.7449	26.0063	0.8968	0.2473	1.0713	0.0369	0.0484	0.283	0	0	0.0248	0.8696	0.5466	0.8329	0.0651	0.0367	0.1675	0	-1.75	-0.0603
1965	50080163	0.4816	0.5785	0.6083	1.1583	0.8185	25.0742	0.8358	0.2226	1.0713	0.0357	0.0461	0.2699	0	0	0.0184	0.8384	0.5243	0.8048	0.0542	0.0337	0.1396	0	-1.75	-0.0583
1966	50080403	0.476	0.6021	0.625	1.175	0.7773	26.3092	0.877	0.2392	1.0713	0.0357	0.0467	0.2731	0	0	0.024	0.864	0.5417	0.8287	0.0604	0.0352	0.163	0	-2.25	-0.075
1967	50176465	0.4892	0.481	0.5645	0.6935	1.7638	9.6183	0.3103	0.0635	1.1449	0.0369	0.2418	0.3297	0.0659	0	0.0108	0.7495	0.472	0.7354	0.0089	0.014	0.0612	0	-13.5	-0.4355
1968	50176466	0.4892	0.472	0.5645	0.5968	1.8974	5.8113	0.1875	0.0319	1.2037	0.0388	0.2418	0.2637	0.0989	0	0.0108	0.7495	0.4679	0.7222	0.0041	0.0272	0.0612	0	-16.5	-0.5323
1969	50176470	0.4844	0.4841	0.5703	0.6016	1.9124	7.6257	0.2383	0.0386	1.283	0.0401	0.2581	0.2903	0.0968	0	0.0156	0.7719	0.4798	0.7314	0.0044	0.0404	0.0865	0	-17.25	-0.5391
1970	50176472	0.4944	0.4596	0.5583	0.5917	1.8943	3.3966	0.1132	0.0245	1.0556	0.0352	0.2247	0.3034	0.0674	0	0.0056	0.7256	0.4557	0.7118	0.0039	0.0137	0.0325	0	-15.75	-0.525
1971	50176468	0.4844	0.4887	0.5703	0.6641	1.8008	10.6664	0.3333	0.0611	1.2242	0.0383	0.2581	0.3548	0.0645	0	0.0156	0.7719	0.4798	0.7314	0.009	0.0404	0.0865	0	-15.25	-0.4766
1972	50176473	0.4944	0.468	0.5583	0.6583	1.7333	8.2264	0.2742	0.0577	1.0556	0.0352	0.2247	0.3034	0.0674	0	0.0056	0.7256	0.4557	0.7118	0.0123	0.0137	0.0325	0	-13.75	-0.4583
1973	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
1974	50073142	0.4814	0.5202	0.6047	1.0465	1.3109	32.1158	0.7469	0.1723	1.0457	0.0243	0.1288	0.2899	0.0242	0	0.0186	0.7814	0.4917	0.75	0.0285	0.0314	0.0979	0	-7	-0.1628
1975	50073112	0.4805	0.5261	0.6098	1.0732	1.2741	31.8786	0.7775	0.1808	1.0457	0.0255	0.1354	0.3046	0.0254	0	0.0195	0.7854	0.4951	0.7523	0.031	0.0331	0.1022	0	-6	-0.1463
1976	50073113	0.48	0.5294	0.6125	1.0875	1.2548	31.761	0.794	0.1853	1.0457	0.0261	0.1389	0.3125	0.026	0	0.02	0.7875	0.497	0.7535	0.0324	0.034	0.1045	0	-5.5	-0.1375
1977	50073115	0.4789	0.5367	0.6184	1.1184	1.2143	31.5346	0.8299	0.195	1.0457	0.0275	0.1465	0.3297	0.0275	0	0.0211	0.7921	0.5011	0.7561	0.0356	0.036	0.1093	0	-4.5	-0.1184
1978	50073116	0.4784	0.5408	0.6216	1.1351	1.193	31.4301	0.8495	0.2003	1.0457	0.0283	0.1507	0.339	0.0282	0	0.0216	0.7946	0.5033	0.7575	0.0375	0.0371	0.112	0	-4	-0.1081
1979	50073117	0.4771	0.55	0.6286	1.1714	1.1484	31.2528	0.8929	0.2116	1.0457	0.0299	0.1597	0.3593	0.0299	0	0.0229	0.8	0.5083	0.7605	0.0417	0.0395	0.1176	0	-3	-0.0857
1980	50176469	0.4844	0.4841	0.5703	0.6016	1.9038	7.3696	0.2303	0.0412	1.2242	0.0383	0.2581	0.3548	0.0645	0	0.0156	0.7719	0.4798	0.7314	0.0044	0.0404	0.0865	0	-17.25	-0.5391
1981	50176471	0.4844	0.4987	0.5859	0.6797	1.7574	11.317	0.3537	0.0698	1.2266	0.0383	0.2151	0.2258	0.129	0	0.0156	0.7719	0.4841	0.7576	0.0145	0.0143	0.0865	0	-15.75	-0.4922
1982	10404	0.4714	0.5643	0.6667	1.0476	0.9878	15.0206	0.7153	0.1976	0.621	0.0296	0.1347	0.3434	0.0505	0	0.0286	0.8286	0.522	0.8045	0.0423	0.024	0.145	0	-6	-0.2857
1983	50176467	0.4755	0.5027	0.5809	0.5809	1.9929	9.6156	0.2828	0.0394	1.4516	0.0427	0.2887	0.3402	0.0928	0	0.0245	0.8127	0.5027	0.747	0	0.0657	0.129	0	-19.75	-0.5809
1984	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
1985	50075582	0.4886	0.5585	0.6071	1.1429	0.9047	21.4059	0.7645	0.2131	0.5073	0.0181	0.1009	0.2485	0	0	0.0114	0.8078	0.5122	0.7903	0.0463	0.0175	0.1092	0	-2	-0.0714
1986	50075583	0.4882	0.5658	0.6111	1.1667	0.8724	21.2064	0.7854	0.221	0.5073	0.0188	0.1048	0.2579	0	0	0.0118	0.8118	0.5159	0.7935	0.0498	0.0183	0.1127	0	-1.5	-0.0556
1987	50075584	0.4877	0.5739	0.6154	1.1923	0.8386	20.9968	0.8076	0.2295	0.5073	0.0195	0.1089	0.2681	0	0	0.0123	0.8161	0.52	0.797	0.0539	0.0191	0.1164	0	-1	-0.0385
1988	50075595	0.4872	0.583	0.62	1.22	0.8033	20.7759	0.831	0.2387	0.5073	0.0203	0.1134	0.2791	0	0	0.0128	0.8208	0.5245	0.8007	0.0586	0.02	0.1204	0	-0.5	-0.02
1989	50075596	0.4867	0.5935	0.625	1.25	0.7663	20.5426	0.8559	0.2487	0.5073	0.0211	0.1182	0.2911	0	0	0.0133	0.8258	0.5294	0.8048	0.064	0.021	0.1246	0	0	0
1990	50075585	0.4668	0.5939	0.6121	1.1293	0.8935	23.8449	0.8222	0.2179	0.5966	0.0206	0.0915	0.2881	0	0	0.0332	0.8573	0.5412	0.8387	0.0526	0.0186	0.1695	0	-2.75	-0.0948
1991	50075586	0.4656	0.6031	0.6161	1.1518	0.8616	23.6337	0.8441	0.2257	0.5966	0.0213	0.095	0.2991	0	0	0.0344	0.8629	0.5463	0.8435	0.0568	0.0194	0.1744	0	-2.25	-0.0804
1992	50075587	0.4644	0.6135	0.6204	1.1759	0.8284	23.4128	0.8671	0.234	0.5966	0.0221	0.0987	0.3111	0	0	0.0356	0.869	0.5518	0.8486	0.0617	0.0203	0.1796	0	-1.75	-0.0648
1993	50075597	0.463	0.6253	0.625	1.2019	0.7937	23.1815	0.8916	0.243	0.5966	0.0229	0.1028	0.324	0	0	0.037	0.8755	0.558	0.8541	0.0673	0.0213	0.1851	0	-1.25	-0.0481
1994	50075598	0.4615	0.6386	0.63	1.23	0.7574	22.9389	0.9176	0.2527	0.5966	0.0239	0.1073	0.338	0	0	0.0385	0.8825	0.5648	0.8601	0.0739	0.0224	0.191	0	-0.75	-0.03
1995	50075588	0.4733	0.5663	0.6071	1.1429	0.8729	22.1777	0.7921	0.2178	0.5073	0.0181	0.0719	0.2566	0	0	0.0267	0.8231	0.5186	0.8051	0.0477	0.018	0.139	0	-2	-0.0714
1996	50075589	0.4723	0.574	0.6111	1.1667	0.8399	21.9641	0.8135	0.2259	0.5073	0.0188	0.0747	0.2666	0	0	0.0277	0.8277	0.5226	0.8088	0.0514	0.0188	0.1434	0	-1.5	-0.0556
1997	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
1998	50075590	0.4712	0.5826	0.6154	1.1923	0.8055	21.7393	0.8361	0.2346	0.5073	0.0195	0.0777	0.2775	0	0	0.0288	0.8326	0.527	0.8129	0.0556	0.0197	0.148	0	-1	-0.0385
1999	50075642	0.4701	0.5923	0.62	1.22	0.7695	21.5022	0.8601	0.244	0.5073	0.0203	0.081	0.2893	0	0	0.0299	0.8379	0.5319	0.8172	0.0605	0.0207	0.153	0	-0.5	-0.02
2000	50075591	0.4733	0.5663	0.6071	1.1429	0.8789	22.2852	0.7959	0.2184	0.4905	0.0175	0.0719	0.2566	0	0	0.0267	0.8231	0.5186	0.8051	0.0477	0.018	0.139	0	-2	-0.0714
2001	50075592	0.4723	0.574	0.6111	1.1667	0.8461	22.0736	0.8175	0.2265	0.4905	0.0182	0.0747	0.2666	0	0	0.0277	0.8277	0.5226	0.8088	0.0514	0.0188	0.1434	0	-1.5	-0.0556
2002	50075666	0.4712	0.5826	0.6154	1.1923	0.8118	21.8514	0.8404	0.2352	0.4905	0.0189	0.0777	0.2775	0	0	0.0288	0.8326	0.527	0.8129	0.0556	0.0197	0.148	0	-1	-0.0385
2003	50075676	0.4701	0.5923	0.62	1.22	0.7759	21.6177	0.8647	0.2446	0.4905	0.0196	0.081	0.2893	0	0	0.0299	0.8379	0.5319	0.8172	0.0605	0.0207	0.153	0	-0.5	-0.02
2004	50075677	0.4688	0.6034	0.625	1.25	0.7384	21.3712	0.8905	0.2548	0.4905	0.0204	0.0846	0.3022	0	0	0.0312	0.8437	0.5372	0.8219	0.0662	0.0217	0.1583	0	0	0
2005	50075593	0.4802	0.5388	0.6019	1.1574	0.8599	20.7115	0.7671	0.2183	0.4011	0.0149	0.0514	0.2237	0	0	0.0198	0.7864	0.496	0.769	0.0428	0.0174	0.1033	0	-1.25	-0.0463
2006	50075594	0.4795	0.5449	0.6058	1.1827	0.826	20.4974	0.7884	0.2267	0.4011	0.0154	0.0535	0.2326	0	0	0.0205	0.7897	0.499	0.7716	0.0459	0.0181	0.1069	0	-0.75	-0.0288
2007	50075678	0.4787	0.5517	0.61	1.21	0.7904	20.2714	0.8109	0.2358	0.4011	0.016	0.0557	0.2423	0	0	0.0213	0.7933	0.5022	0.7744	0.0495	0.019	0.1106	0	-0.25	-0.01
2008	50075679	0.4778	0.5594	0.6146	1.2396	0.7532	20.0318	0.8347	0.2456	0.4011	0.0167	0.0581	0.2529	0	0	0.0222	0.7972	0.5057	0.7773	0.0537	0.0199	0.1147	0	0.25	0.0104
2009	50075680	0.4768	0.5682	0.6196	1.2717	0.7142	19.7771	0.8599	0.2563	0.4011	0.0174	0.0608	0.2644	0	0	0.0232	0.8014	0.5097	0.7806	0.0585	0.0209	0.1191	0	0.75	0.0326
2010	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
2011	50079500	0.4786	0.5464	0.6607	1.1488	1.0947	35.5804	0.8472	0.2058	0.7905	0.0188	0.0166	0.3134	0	0	0.0214	0.7929	0.507	0.7814	0.0394	0.0115	0.1104	0	-7.25	-0.1726
2012	50079501	0.4744	0.5618	0.6667	1.1923	1.0046	35.0024	0.8975	0.2263	0.7938	0.0204	0.0396	0.3135	0	0	0.0256	0.8103	0.5163	0.7738	0.0455	0.0364	0.1286	0	-5.5	-0.141
2013	50079502	0.4795	0.556	0.6534	1.2557	0.9947	43.2285	0.9825	0.2396	0.8074	0.0183	0.0158	0.2986	0	0	0.0205	0.7886	0.5028	0.7778	0.0531	0.0109	0.1059	0	-2.25	-0.0511
2014	50079503	0.4633	0.6122	0.6667	1.1548	1.041	40.8802	0.9733	0.2226	1.0825	0.0258	0.0612	0.2981	0.0257	0	0.0367	0.8724	0.5585	0.8591	0.0537	0.0133	0.183	0	-7.5	-0.1786
2015	50079504	0.474	0.5601	0.6646	1.1646	1.0435	36.6404	0.8937	0.2204	0.7558	0.0184	0.0429	0.2985	0	0	0.026	0.8138	0.5172	0.8016	0.0429	0.0122	0.1316	0	-6.75	-0.1646
2016	50079505	0.4733	0.565	0.6688	1.1813	1.0148	36.2517	0.9063	0.227	0.7558	0.0189	0.044	0.3063	0	0	0.0267	0.8167	0.5199	0.8041	0.0451	0.0126	0.1344	0	-6.25	-0.1563
2017	50079506	0.4829	0.5673	0.6625	1.175	1.0659	35.0932	0.8773	0.2195	0.8663	0.0217	0.0801	0.3262	0	0	0.0171	0.8146	0.5214	0.8021	0.046	0.0126	0.1213	0	-6	-0.15
2018	50079508	0.4775	0.5487	0.6563	1.1688	1.0694	34.9513	0.8738	0.2185	0.8663	0.0217	0.0698	0.3298	0	0	0.0225	0.7975	0.5073	0.7854	0.0415	0.0121	0.1153	0	-5.75	-0.1438
2019	50079509	0.4769	0.5532	0.6603	1.1859	1.0219	34.1906	0.8767	0.2229	0.7938	0.0204	0.0448	0.3118	0	0	0.0231	0.8	0.5097	0.7875	0.0436	0.0125	0.1178	0	-5.25	-0.1346
2020	50079510	0.4769	0.5532	0.6603	1.1859	1.0252	34.197	0.8768	0.2229	0.7938	0.0204	0.0448	0.3118	0	0	0.0231	0.8	0.5097	0.7875	0.0436	0.0125	0.1178	0	-5.25	-0.1346
2021	50079511	0.4786	0.5407	0.6488	1.1369	1.0776	34.0462	0.8106	0.2062	0.7045	0.0168	0.0166	0.2637	0	0	0.0214	0.7929	0.5029	0.7814	0.0378	0.0115	0.1104	0	-6.75	-0.1607
2022	50079512	0.478	0.5446	0.6524	1.1524	1.0551	33.8785	0.8263	0.2113	0.7045	0.0172	0.017	0.2704	0	0	0.022	0.7951	0.5051	0.7833	0.0395	0.0118	0.1128	0	-6.25	-0.1524
2023	50079513	0.4775	0.5487	0.6563	1.1688	1.0318	33.7083	0.8427	0.2166	0.7045	0.0176	0.0175	0.2775	0	0	0.0225	0.7975	0.5073	0.7854	0.0415	0.0121	0.1153	0	-5.75	-0.1438
2024	50079514	0.4769	0.5532	0.6603	1.1859	1.0078	33.5361	0.8599	0.2221	0.7045	0.0181	0.0179	0.2849	0	0	0.0231	0.8	0.5097	0.7875	0.0436	0.0125	0.1178	0	-5.25	-0.1346
2025	50079515	0.4763	0.5581	0.6645	1.2039	0.9831	33.3609	0.8779	0.2278	0.7045	0.0185	0.0184	0.2928	0	0	0.0237	0.8026	0.5122	0.7897	0.0459	0.0129	0.1206	0	-4.75	-0.125
2026	50079516	0.478	0.5446	0.6524	1.1524	1.0553	33.9102	0.8271	0.2111	0.7045	0.0172	0.017	0.2704	0	0	0.022	0.7951	0.5051	0.7833	0.0395	0.0118	0.1128	0	-6.25	-0.1524
2027	50079517	0.4775	0.5487	0.6563	1.1688	1.0321	33.7375	0.8434	0.2164	0.7045	0.0176	0.0175	0.2775	0	0	0.0225	0.7975	0.5073	0.7854	0.0415	0.0121	0.1153	0	-5.75	-0.1438
2028	50079518	0.4769	0.5532	0.6603	1.1859	1.0081	33.5622	0.8606	0.222	0.7045	0.0181	0.0179	0.2849	0	0	0.0231	0.8	0.5097	0.7875	0.0436	0.0125	0.1178	0	-5.25	-0.1346
2029	50079522	0.4763	0.5581	0.6645	1.2039	0.9833	33.3848	0.8785	0.2278	0.7045	0.0185	0.0184	0.2928	0	0	0.0237	0.8026	0.5122	0.7897	0.0459	0.0129	0.1206	0	-4.75	-0.125
2030	50079523	0.4757	0.5634	0.6689	1.223	0.9578	33.2042	0.8974	0.2338	0.7045	0.019	0.0189	0.3011	0	0	0.0243	0.8054	0.5149	0.7921	0.0484	0.0133	0.1234	0	-4.25	-0.1149
2031	50073191	0.4988	0.6363	0.625	1.4286	0.6046	29.2317	1.044	0.2943	1.1226	0.0401	0.0835	0.3079	0	0	0.0012	0.8405	0.5402	0.8405	0.0961	0	0.1205	0	5	0.1786
2032	50073192	0.5474	0.5899	0.6058	1.3558	0.7012	22.8665	0.8795	0.2698	1.0333	0.0397	0.1288	0.274	0	0.0474	0	0.7795	0.5044	0.7795	0.0856	0	0.0117	0	3.75	0.1442
2033	50073193	0.5474	0.5899	0.6058	1.3558	0.7082	22.8186	0.8776	0.2698	1.0333	0.0397	0.1288	0.274	0	0.0474	0	0.7795	0.5044	0.7795	0.0856	0	0.0117	0	3.75	0.1442
2034	50073200	0.5071	0.6143	0.6154	1.3654	0.6246	24.9917	0.9612	0.2853	1.0333	0.0397	0.0596	0.2958	0	0.0071	0	0.8198	0.5215	0.8198	0.0927	0	0.0954	0	3.5	0.1346
2035	50073201	0.516	0.5791	0.61	1.39	0.6023	23.3479	0.9339	0.2886	0.9272	0.0371	0.0388	0.2636	0	0.016	0	0.78	0.4967	0.78	0.0823	0	0.0525	0	4.25	0.17
2036	50073203	0.5893	0.5915	0.59	1.35	0.7631	19.5504	0.782	0.2527	1.0882	0.0435	0.181	0.2647	0	0.0893	0	0.7547	0.4994	0.7547	0.092	0	0	0.0669	4.25	0.17
2037	50073206	0.5583	0.5795	0.5938	1.3854	0.661	20.1169	0.8382	0.2715	0.982	0.0409	0.0995	0.2537	0	0.0583	0	0.7542	0.4912	0.7542	0.0883	0	0	0.0263	4.75	0.1979
2038	50073209	0.5583	0.5795	0.5938	1.3854	0.6553	20.1243	0.8385	0.2715	0.982	0.0409	0.0995	0.2537	0	0.0583	0	0.7542	0.4912	0.7542	0.0883	0	0	0.0263	4.75	0.1979
2039	50079112	0.4705	0.583	0.6346	1.2692	0.7439	24.6302	0.9473	0.2643	0.6091	0.0234	0.1499	0.3188	0	0	0.0295	0.8333	0.5201	0.8333	0.0629	0	0.1494	0	0	0
2040	50079115	0.4727	0.5949	0.6364	1.3864	0.6465	21.7754	0.9898	0.2901	0.5923	0.0269	0.1763	0.375	0	0	0.0273	0.8227	0.517	0.8227	0.0779	0	0.1394	0	2.5	0.1136
2041	50079116	0.4726	0.5767	0.6429	1.2321	0.8062	24.7913	0.8854	0.2424	0.5333	0.019	0.063	0.2947	0	0	0.0274	0.8238	0.5189	0.8238	0.0578	0	0.1403	0	-1.5	-0.0536
2042	50079117	0.4716	0.5853	0.6481	1.2593	0.7668	24.3489	0.9018	0.2514	0.5333	0.0198	0.0654	0.3063	0	0	0.0284	0.8284	0.5229	0.8284	0.0624	0	0.1447	0	-1	-0.037
